spec_int2006_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,x400_perlbench,x401_bzip2,x403_gcc,x429_mcf,x445_gobmk,x456_hmmer,x458_sjeng,x462_libquantum,x464_h264ref,x471_omnetpp,x473_astar,x483_xalancbmk,link
231,469,2009-06-01,Intel Corporation,Asus P6T Deluxe,0,true,31.6,34.9,24.0,19.1,27.3,49.5,24.8,19.6,25.9,223.0,39.7,25.3,18.5,31.2,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07695.html
232,470,2010-07-01,HITACHI,HA8000-bd,0,true,21.6,23.5,18.1,13.2,12.9,23.0,17.6,33.7,17.8,137.0,27.7,12.4,12.7,22.6,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100608-11626.html
233,471,2008-11-01,ASUSTeK Computer Inc.,ASUS P6T WS PRO workstation motherboard,0,true,31.5,35.2,24.6,18.3,28.1,49.4,23.7,18.8,24.8,219.0,37.2,25.0,18.0,37.2,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20090108-06388.html
234,471,2008-11-01,ASUSTeK Computer Inc.,ASUS P6T6 WS REVOLUTION workstation motherboard,0,true,32.1,35.6,24.6,18.2,28.6,49.3,23.4,23.2,24.8,221.0,37.7,25.2,17.9,37.4,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20090302-06605.html
235,471,2008-11-01,Future Publishing Ltd.,Fi7EPOWER MLK1610,0,true,32.5,36.0,25.4,20.2,27.8,49.4,26.3,21.1,27.0,204.0,41.7,24.3,19.7,32.9,http://www.spec.org/cpu2006/results/res2009q1/cpu2006-20081030-05814.html
236,471,2008-11-01,Intel Corporation,Asus P6T Deluxe,0,true,30.2,33.6,22.9,18.3,26.4,48.3,23.6,18.9,24.5,208.0,37.0,24.6,17.8,29.8,http://www.spec.org/cpu2006/results/res2008q4/cpu2006-20081024-05711.html
237,473,2010-03-01,Intel Corporation,Gigabyte GA-X58A-UD7 motherboard,0,true,34.8,36.3,25.9,20.3,23.1,45.4,26.0,33.7,26.8,330.0,47.1,24.5,21.5,29.7,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100215-09681.html
238,473,2010-03-01,Intel Corporation,Intel DX58SO motherboard,0,true,35.5,37.2,26.8,20.7,23.0,46.6,26.1,34.9,27.6,340.0,47.2,25.1,22.0,30.5,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100315-10010.html
239,477,2006-09-01,Hewlett-Packard Company,HP Integrity rx2620,400,false,9.73,10.2,7.62,7.59,6.99,7.14,9.04,22.3,7.45,36.4,16.6,4.82,8.12,7.01,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20061113-00141.html
240,477,2006-09-01,Hewlett-Packard Company,HP Integrity rx2620,400,false,11.7,12.6,8.18,8.49,8.91,12.3,9.82,23.1,8.47,32.8,18.6,5.84,11.3,10.8,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20061030-00131.html
241,478,2006-09-01,Hewlett-Packard Company,HP Integrity rx3600,533,false,10.0,10.6,7.74,7.68,7.22,7.45,9.22,22.6,7.57,40.5,16.8,5.09,8.42,7.14,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20061221-00176.html
242,478,2006-09-01,Hewlett-Packard Company,HP Integrity rx3600,533,false,12.2,13.2,8.31,8.59,9.09,12.9,9.97,23.3,8.65,41.8,18.8,6.12,11.6,11.1,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070120-00243.html
243,479,2006-09-01,Hewlett-Packard Company,HP Integrity rx2620,400,false,11.4,12.0,8.87,8.67,8.05,9.2,10.3,25.4,8.44,42.5,18.9,5.6,10.1,8.45,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20061113-00148.html
244,479,2006-09-01,Hewlett-Packard Company,HP Integrity rx2620,400,false,13.4,14.5,9.46,9.69,10.2,15.4,11.2,26.2,9.58,33.1,21.2,6.69,13.8,12.6,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20060918-00098.html
245,479,2006-10-01,Bull SAS,NovaScale 3045,533,false,10.9,11.5,8.83,8.67,6.91,8.09,10.2,25.5,8.34,43.3,19.1,4.65,9.75,7.97,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070427-00935.html
246,479,2006-11-01,Hewlett-Packard Company,HP Integrity rx3600,533,false,11.6,12.3,8.91,8.66,8.21,9.57,10.4,25.4,8.47,46.7,18.9,5.83,10.3,8.53,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20061113-00142.html
247,479,2006-11-01,Hewlett-Packard Company,HP Integrity rx3600,533,false,13.9,15.1,9.46,9.7,10.4,16.2,11.3,26.2,9.62,42.9,21.1,7.07,13.9,12.9,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20061002-00115.html
248,479,2007-02-01,Hewlett-Packard Company,HP Integrity BL860c,533,false,11.7,12.4,8.96,8.67,8.37,9.75,10.4,25.4,8.55,47.1,19.1,5.96,10.3,8.56,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070203-00327.html
249,479,2007-02-01,Hewlett-Packard Company,HP Integrity BL860c,533,false,14.0,15.2,9.47,9.71,10.5,16.5,11.3,26.3,9.67,43.6,21.2,7.18,14.0,13.0,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070201-00316.html
250,479,2007-02-01,Hewlett-Packard Company,HP Integrity rx2660,533,false,11.7,12.3,8.93,8.65,8.27,9.63,10.4,25.4,8.54,46.2,19.1,5.92,10.2,8.56,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070120-00241.html
251,479,2007-02-01,Hewlett-Packard Company,HP Integrity rx2660,533,false,13.9,15.2,9.45,9.68,10.5,16.6,11.3,26.2,9.67,43.2,21.1,7.19,14.0,13.0,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070120-00242.html
252,480,2006-09-01,Hewlett-Packard Company,HP Integrity rx4640,400,false,11.8,12.5,9.03,8.67,8.32,10.3,10.4,25.4,8.45,46.3,18.9,5.86,10.7,8.82,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20061113-00149.html
253,480,2006-09-01,Hewlett-Packard Company,HP Integrity rx4640,400,false,13.8,15.1,9.5,9.71,10.7,17.7,11.4,26.3,9.61,34.3,21.2,7.24,14.4,13.1,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20060918-00099.html
254,480,2006-09-01,Hewlett-Packard Company,HP Integrity rx6600,533,false,12.2,12.9,9.06,8.67,8.88,11.2,10.5,25.4,8.58,50.0,18.9,6.57,10.9,9.0,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20061016-00117.html
255,480,2006-09-01,Hewlett-Packard Company,HP Integrity rx6600,533,false,14.5,15.7,9.48,9.7,11.2,19.4,11.4,26.3,9.82,43.2,21.2,8.0,14.5,13.3,http://www.spec.org/cpu2006/results/res2006q3/cpu2006-20060901-00075.html
256,482,2007-11-01,Hewlett-Packard Company,HP Integrity rx2660,667,false,15.7,17.0,9.77,11.1,11.7,18.4,12.1,28.2,10.6,62.3,22.6,8.29,15.5,15.2,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071015-02284.html
257,482,2007-11-01,Hewlett-Packard Company,HP Integrity rx3600,667,false,15.6,16.8,9.77,11.1,11.5,18.0,12.1,28.0,10.5,62.0,22.6,8.04,15.4,15.1,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071015-02288.html
258,579,2007-06-01,Intel Corporation,Lenovo ThinkPad T43,0,false,9.04,0.0,11.0,7.51,6.15,12.4,11.1,7.19,10.3,6.79,13.3,7.96,7.46,10.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01745.html
259,579,2007-06-01,Intel Corporation,Lenovo ThinkPad T43,0,false,9.12,0.0,11.2,7.7,5.79,12.5,11.3,7.27,10.3,6.96,13.4,8.05,7.56,10.9,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01742.html
260,582,2008-01-01,Intel Corporation,Lenovo ThinkPad T43,0,true,10.7,11.4,10.9,8.86,7.09,13.5,13.4,8.38,12.1,12.4,16.1,8.65,8.9,11.8,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080107-03020.html
261,495,2007-08-01,NEC Corporation,Express5800/110Rh-1,800,true,11.7,13.2,11.4,7.59,10.5,12.9,11.3,9.36,10.8,27.0,17.6,9.52,7.39,15.2,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20080217-03370.html
262,495,2008-04-01,NEC Corporation,Express5800/110Ri-1,800,true,12.0,13.4,11.2,7.42,11.1,13.8,11.2,9.34,10.7,30.4,17.6,9.91,7.54,15.6,http://www.spec.org/cpu2006/results/res2008q3/cpu2006-20080704-04697.html
263,495,2009-05-01,NEC Corporation,Express5800/R110a-1,800,true,13.2,14.6,11.8,7.74,11.2,17.9,11.6,9.98,12.1,48.8,18.7,9.81,7.71,15.6,http://www.spec.org/cpu2006/results/res2009q4/cpu2006-20090928-08737.html
264,497,2009-05-01,Intel Corporation,Intel DQ45CB motherboard,0,true,18.2,19.8,15.9,11.8,15.6,23.7,16.3,14.0,17.2,65.2,26.9,13.0,11.8,17.5,http://www.spec.org/cpu2006/results/res2009q2/cpu2006-20090608-07744.html
265,498,2009-04-01,IBM Corporation,IBM System x3200 M2,800,true,18.6,20.5,17.1,12.2,15.7,23.4,16.8,14.5,17.4,64.6,28.1,12.6,11.3,20.7,http://www.spec.org/cpu2006/results/res2009q3/cpu2006-20090817-08391.html
266,498,2009-04-01,IBM Corporation,IBM System x3250 M2,800,true,18.6,20.5,17.0,12.2,15.7,23.5,16.8,14.6,17.4,64.5,28.2,12.6,11.3,20.8,http://www.spec.org/cpu2006/results/res2009q3/cpu2006-20090817-08401.html
267,499,2010-01-01,Fujitsu,PRIMERGY RX100 S6,0,true,22.4,24.4,18.6,13.7,16.0,22.7,19.1,25.7,20.2,138.0,29.9,12.5,13.5,24.6,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100201-09496.html
268,499,2010-01-01,Fujitsu,PRIMERGY TX150 S7,0,true,22.2,24.2,18.5,13.6,15.9,22.6,19.1,25.6,20.0,137.0,29.9,12.4,13.4,24.3,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100118-09382.html
269,499,2010-01-01,IBM Corporation,IBM System x3200 M3,0,true,22.2,24.2,18.6,13.7,15.9,21.8,19.7,25.6,20.1,135.0,30.9,12.0,13.3,24.3,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100524-11089.html
270,499,2010-01-01,IBM Corporation,IBM System x3250 M3,0,true,22.4,24.3,18.6,13.7,16.1,22.4,19.7,25.6,20.1,137.0,30.8,12.3,13.4,24.4,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100524-11105.html
271,499,2010-01-01,NEC Corporation,Express5800/R110b-1,0,true,22.4,24.3,19.4,13.7,17.0,22.6,19.0,25.7,20.1,139.0,29.9,12.3,13.4,23.6,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100228-09704.html
272,499,2010-01-01,NEC Corporation,Express5800/T110b,0,true,22.4,24.2,19.4,13.7,16.9,22.4,19.0,25.7,20.1,139.0,30.0,12.2,13.4,23.6,http://www.spec.org/cpu2006/results/res2010q1/cpu2006-20100228-09708.html
273,499,2010-04-01,NEC Corporation,Express5800/GT110b,0,true,22.4,24.3,19.4,13.7,16.9,22.5,19.0,25.6,20.1,139.0,29.9,12.2,13.4,23.6,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100423-10672.html
274,499,2010-04-01,NEC Corporation,Express5800/GT110b-S,0,true,22.4,24.3,19.4,13.7,17.0,22.5,19.0,25.6,20.1,139.0,30.0,12.2,13.4,23.6,http://www.spec.org/cpu2006/results/res2010q2/cpu2006-20100423-10668.html
275,499,2010-04-01,Supermicro,Motherboard X8SIU-F,0,true,22.4,24.4,18.7,13.7,16.1,22.4,19.7,25.7,20.2,137.0,30.9,12.3,13.4,24.6,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100621-11878.html
276,499,2010-06-01,Supermicro,Motherboard X8SIT-F,0,true,22.4,24.4,18.7,13.6,16.1,22.3,19.8,25.7,20.2,137.0,30.9,12.2,13.4,24.6,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100913-13232.html
277,499,2010-07-01,Fujitsu,PRIMERGY TX100 S2,0,true,22.5,24.5,18.8,13.8,16.0,22.6,19.8,25.8,20.2,136.0,30.8,12.4,13.5,24.8,http://www.spec.org/cpu2006/results/res2010q3/cpu2006-20100812-12850.html
278,524,2005-06-01,Dell Inc.,Dell Precision 380,0,false,11.5,0.0,14.0,9.09,9.33,14.2,10.3,8.26,9.3,15.9,19.7,9.82,8.71,15.1,http://www.spec.org/cpu2006/results/res2006q3/cpu2006-20060513-00016.html
279,524,2005-09-01,Fujitsu Siemens Computers,,0,false,11.6,12.3,14.1,9.64,8.05,15.5,10.4,8.32,9.33,16.2,19.9,10.2,8.82,15.6,http://www.spec.org/cpu2006/results/res2006q3/cpu2006-20060513-00018.html
280,538,2006-07-01,Intel Corporation,Intel DG965SS motherboard,533,false,8.08,0.0,10.1,5.82,6.67,10.1,7.45,5.79,6.58,11.3,14.9,6.79,5.73,10.6,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070122-00289.html
281,541,2006-08-01,Intel Corporation,Intel DG965WH motherboard,800,false,9.31,0.0,10.7,7.47,7.27,12.9,7.84,6.14,6.93,14.4,16.0,8.7,6.8,12.3,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00368.html
282,542,2007-01-01,Dell Inc.,PowerEdge 840,800,false,9.25,0.0,11.3,7.37,6.88,11.2,8.22,6.49,7.53,14.3,16.9,7.88,6.83,11.6,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070219-00553.html
283,543,2006-08-01,Intel Corporation,Intel DG965WH motherboard,800,false,9.85,0.0,11.5,7.97,7.6,13.5,8.39,6.57,7.41,14.9,17.2,9.04,7.23,13.0,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00372.html
284,544,2006-08-01,Intel Corporation,Intel DG965WH motherboard,800,false,10.4,0.0,12.2,8.45,7.89,14.1,8.93,7.01,7.88,15.5,18.3,9.41,7.64,13.8,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00376.html
285,546,2006-08-01,Intel Corporation,Intel DG965WH motherboard,800,false,10.9,0.0,13.0,8.9,8.14,14.6,9.48,7.45,8.35,16.0,19.4,9.72,8.05,14.5,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00364.html
286,547,2006-08-01,Intel Corporation,Intel DG965WH motherboard,800,false,11.4,0.0,13.7,9.33,8.36,15.2,10.0,7.89,8.82,16.5,20.5,10.0,8.45,15.2,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070205-00380.html
287,549,2006-03-01,Intel Corporation,Intel D975XBX motherboard,1066,false,11.7,0.0,13.8,9.67,9.7,14.3,10.2,8.15,9.16,17.6,19.6,9.89,8.7,15.7,http://www.spec.org/cpu2006/results/res2006q3/cpu2006-20060513-00042.html
288,549,2006-05-01,Dell Inc.,Dell Precision 380,0,false,11.6,0.0,13.8,9.59,9.72,14.1,10.2,8.12,9.14,17.3,19.5,9.83,8.63,15.5,http://www.spec.org/cpu2006/results/res2006q3/cpu2006-20060513-00015.html
289,139,2007-06-01,Intel Corporation,Acer Ferrari 5000  AMD Turion 64 X2 TL-60,0,false,7.66,0.0,9.89,6.52,6.11,8.2,11.4,3.17,8.56,9.27,10.9,7.59,6.27,8.51,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070723-01559.html
290,591,2006-11-01,NEC Corporation,Express5800/110Rh-1,1066,false,12.9,14.1,12.8,9.27,12.5,16.1,12.4,9.8,11.4,21.2,19.2,11.2,8.91,16.1,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071126-02712.html
291,591,2007-02-01,Bull SAS,NovaScale R410,1066,false,12.0,12.5,13.6,9.45,8.69,16.8,12.4,7.82,11.7,14.2,19.4,10.8,8.97,14.8,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070625-01334.html
292,591,2007-02-01,Bull SAS,NovaScale T810,1066,false,12.0,12.6,13.6,9.28,9.95,16.9,12.3,7.8,11.7,14.0,19.3,11.0,8.89,14.9,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070329-00691.html
293,591,2007-02-01,Bull SAS,NovaScale T820,1066,false,11.8,12.3,13.6,8.95,8.62,16.3,12.4,7.81,11.7,13.8,19.4,10.5,8.89,14.7,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070611-01224.html
294,591,2007-05-01,NEC Corporation,Express5800/i110Rh-1,1066,false,13.1,14.3,12.9,9.28,12.9,16.8,12.5,9.8,11.4,21.1,19.2,11.5,9.03,16.2,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20071126-02716.html
295,593,2006-11-01,NEC Corporation,Express5800/110Rh-1,1066,false,16.7,18.2,16.5,13.0,17.0,20.9,15.9,12.6,14.5,22.8,25.0,14.3,12.2,21.2,http://www.spec.org/cpu2006/results/res2008q1/cpu2006-20071206-02782.html
296,593,2007-02-01,Bull SAS,NovaScale T810,1066,false,15.4,16.2,17.7,13.0,12.2,21.5,15.9,10.1,15.0,15.9,25.3,13.4,12.0,19.3,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070329-00695.html
297,593,2007-02-01,Bull SAS,NovaScale T820,1066,false,15.2,15.9,17.6,13.0,12.0,20.8,15.9,10.1,14.9,15.4,25.2,12.9,11.9,19.0,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070611-01220.html
298,594,2008-04-01,NEC Corporation,Express5800/110Ri-1,1333,true,17.2,19.9,15.4,12.5,17.1,22.0,15.2,12.2,14.1,40.1,23.9,14.8,11.8,21.6,http://www.spec.org/cpu2006/results/res2008q3/cpu2006-20080623-04612.html
299,600,2006-07-01,Dell Inc.,PowerEdge 2950,1066,false,11.2,12.4,11.6,8.69,8.75,15.2,10.8,8.42,9.7,19.3,16.5,9.87,8.34,13.2,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070823-01897.html
300,600,2006-09-01,Bull SAS,NovaScale T860,1066,false,10.1,10.6,11.7,8.46,7.48,13.4,10.6,6.7,9.96,11.2,16.7,8.88,7.91,12.6,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070329-00707.html
301,600,2006-12-01,Bull SAS,NovaScale B260,1066,false,9.84,10.2,11.6,8.41,6.38,12.7,10.6,6.72,9.9,10.8,16.8,8.38,7.83,12.4,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070108-00206.html
302,600,2007-01-01,Bull SAS,NovaScale B280,1066,false,10.1,10.5,11.7,8.39,7.79,12.9,10.7,6.73,9.96,11.0,16.8,8.56,7.89,12.5,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070119-00225.html
303,600,2007-02-01,Bull SAS,NovaScale R440,1066,false,10.0,10.4,11.6,8.39,7.39,12.9,10.6,6.69,9.9,11.0,16.7,8.57,7.84,12.6,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01150.html
304,600,2007-02-01,Bull SAS,NovaScale R460,1066,false,10.0,10.4,11.6,8.39,7.39,12.9,10.6,6.69,9.9,11.0,16.7,8.57,7.84,12.6,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01130.html
305,601,2007-02-01,Bull SAS,NovaScale R440,1066,false,11.3,11.7,13.5,9.66,8.03,13.8,12.3,7.8,11.4,11.7,19.4,9.16,8.97,14.2,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01154.html
306,601,2007-02-01,Bull SAS,NovaScale R460,1066,false,11.3,11.7,13.5,9.66,8.03,13.8,12.3,7.8,11.4,11.7,19.4,9.16,8.97,14.2,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01134.html
307,602,2006-12-01,Bull SAS,NovaScale B260,1333,false,12.2,12.7,14.5,10.4,7.86,15.6,13.3,8.41,12.3,13.2,21.0,10.3,9.75,15.4,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070119-00229.html
308,602,2007-01-01,Bull SAS,NovaScale B280,1333,false,12.3,12.7,14.5,10.4,7.93,15.8,13.3,8.4,12.4,13.6,21.0,10.4,9.79,15.8,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070119-00221.html
309,602,2007-02-01,Bull SAS,NovaScale R440,1333,false,12.4,12.9,14.5,10.5,9.13,15.8,13.2,8.36,12.3,13.6,20.8,10.5,9.77,15.6,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01158.html
310,602,2007-02-01,Bull SAS,NovaScale R460,1333,false,12.4,12.9,14.5,10.5,9.13,15.8,13.2,8.36,12.3,13.6,20.8,10.5,9.77,15.6,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01138.html
311,603,2006-07-01,Fujitsu Siemens Computers,PRIMERGY RX200 S3,1333,false,15.0,15.9,16.2,12.7,15.6,17.7,15.8,9.85,14.5,15.0,24.4,12.4,11.2,20.0,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01109.html
312,603,2007-02-01,Bull SAS,NovaScale R440,1333,false,13.9,14.5,16.8,12.0,9.8,16.8,15.3,9.75,14.2,14.2,24.3,11.2,11.1,17.6,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01162.html
313,603,2007-02-01,Bull SAS,NovaScale R460,1333,false,13.9,14.5,16.8,12.0,9.8,16.8,15.3,9.75,14.2,14.2,24.3,11.2,11.1,17.6,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01142.html
314,604,2006-07-01,Fujitsu Siemens Computers,PRIMERGY RX200 S3,1333,false,16.6,17.6,18.3,14.4,16.9,18.8,17.8,11.2,16.5,15.6,27.8,13.2,12.7,22.2,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01110.html
315,604,2006-12-01,Bull SAS,NovaScale B260,1333,false,15.1,15.7,19.0,13.3,9.1,17.4,17.4,11.2,16.0,14.5,27.9,11.5,12.4,19.2,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070119-00233.html
316,604,2007-01-01,Bull SAS,NovaScale B280,1333,false,15.2,15.8,19.1,13.6,9.17,17.7,17.4,11.2,16.1,14.7,27.9,11.7,12.5,19.3,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070202-00320.html
317,604,2007-03-01,Bull SAS,NovaScale R440,1333,false,15.4,16.0,19.1,13.6,10.6,17.8,17.4,11.2,16.1,14.8,27.7,11.8,12.5,19.5,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070514-01082.html
318,604,2007-03-01,Bull SAS,NovaScale R460,1333,false,15.4,16.0,19.1,13.6,10.6,17.8,17.4,11.2,16.1,14.8,27.7,11.8,12.5,19.5,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070514-01086.html
319,605,2006-05-01,Dell Inc.,Dell Precision 690,1333,false,17.5,18.1,21.5,16.0,13.2,19.9,19.4,12.5,17.9,16.5,31.5,13.5,14.3,20.5,http://www.spec.org/cpu2006/results/res2007q1/cpu2006-20070123-00307.html
320,605,2006-05-01,Dell Inc.,Dell Precision 690  Intel 5160,1333,false,18.4,20.2,21.3,15.8,13.4,21.1,19.5,15.7,17.4,23.7,30.6,13.7,14.5,20.7,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070820-01869.html
321,605,2006-07-01,The Portland Group,PowerEdge 1950,1333,false,15.8,16.3,16.6,15.7,15.2,14.3,15.3,19.1,16.5,18.4,24.2,11.1,12.9,14.3,http://www.spec.org/cpu2006/results/res2006q4/cpu2006-20060918-00109.html
322,605,2007-02-01,Bull SAS,NovaScale R440,1333,false,16.8,17.4,21.4,15.1,11.3,18.6,19.4,12.5,17.8,15.4,31.2,12.3,13.8,21.4,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01166.html
323,605,2007-02-01,Bull SAS,NovaScale R460,1333,false,16.8,17.4,21.4,15.1,11.3,18.6,19.4,12.5,17.8,15.4,31.2,12.3,13.8,21.4,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070525-01146.html
324,608,2006-08-01,Hewlett-Packard Company,ProLiant DL580 G4,800,false,8.46,9.05,8.66,6.82,8.73,9.26,7.11,6.29,6.09,16.9,14.6,6.16,6.29,10.9,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20070916-02021.html
325,608,2006-09-01,Bull SAS,NovaScale R480,800,false,7.75,8.19,9.22,6.86,6.06,9.36,7.14,5.62,5.97,10.5,14.7,5.95,5.92,9.93,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070514-01034.html
326,608,2006-09-01,Bull SAS,NovaScale T880,800,false,7.75,8.19,9.22,6.86,6.06,9.36,7.14,5.62,5.97,10.5,14.7,5.95,5.92,9.93,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070514-01042.html
327,609,2006-08-01,Hewlett-Packard Company,ProLiant DL580 G4,800,false,9.57,10.2,9.85,7.79,9.86,10.2,8.18,7.25,6.94,19.0,16.8,6.7,7.12,12.3,http://www.spec.org/cpu2006/results/res2007q4/cpu2006-20070916-02020.html
328,609,2006-09-01,Bull SAS,NovaScale R480,800,false,8.74,9.24,10.6,7.89,6.72,10.3,8.21,6.49,6.82,11.5,17.0,6.46,6.72,11.2,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070514-01036.html
329,609,2006-09-01,Bull SAS,NovaScale T880,800,false,8.74,9.24,10.6,7.89,6.72,10.3,8.21,6.49,6.82,11.5,17.0,6.46,6.72,11.2,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070514-01046.html
330,610,2006-08-01,Hewlett-Packard Company,ProLiant DL580 G4,800,false,10.7,11.4,10.9,8.62,11.2,11.7,8.84,7.75,7.59,20.1,18.0,8.03,8.35,14.6,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01716.html
331,610,2006-09-01,Bull SAS,NovaScale R480,800,false,9.7,10.2,11.7,8.67,7.38,11.7,8.88,6.93,7.42,11.9,18.2,7.69,7.86,13.3,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070329-00703.html
332,610,2006-09-01,Bull SAS,NovaScale T880,800,false,9.7,10.2,11.7,8.67,7.38,11.7,8.88,6.93,7.42,11.9,18.2,7.69,7.86,13.3,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070412-00807.html
333,611,2006-08-01,Hewlett-Packard Company,ProLiant DL580 G4,800,false,12.0,12.8,11.9,9.17,12.6,13.6,9.5,8.26,8.16,26.3,19.2,9.32,9.22,16.4,http://www.spec.org/cpu2006/results/res2007q3/cpu2006-20070806-01711.html
334,611,2006-09-01,Bull SAS,NovaScale R480,800,false,10.6,11.2,12.6,9.23,8.14,13.9,9.56,7.36,7.99,12.2,19.4,8.88,8.64,15.2,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070329-00699.html
335,611,2006-09-01,Bull SAS,NovaScale T880,800,false,10.6,11.2,12.6,9.23,8.14,13.9,9.56,7.36,7.99,12.2,19.4,8.88,8.64,15.2,http://www.spec.org/cpu2006/results/res2007q2/cpu2006-20070411-00799.html
336,612,2008-01-01,Bull SAS,NovaScale R410 E1,1333,true,21.7,25.3,19.7,16.6,21.3,27.4,19.4,15.7,18.4,41.7,31.7,18.6,15.5,27.3,http://www.spec.org/cpu2006/results/res2008q3/cpu2006-20080620-04584.html
337,612,2008-01-01,Bull SAS,NovaScale T810 E1,1333,true,21.7,25.3,19.7,16.6,21.3,27.4,19.4,15.7,18.4,41.7,31.7,18.6,15.5,27.3,http://www.spec.org/cpu2006/results/res2008q3/cpu2006-20080620-04579.html
