spec_fp2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
699,489,2003-06-01,SGI,SGI Altix 3000   Itanium 2,0,false,2080.0,2100.0,1439.0,4043.0,2526.0,3484.0,1117.0,4067.0,6997.0,2775.0,1850.0,1419.0,1522.0,1107.0,1431.0,993.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030728-02429.html
700,489,2003-07-01,SGI,SGI Altix 3000   Itanium 2,0,false,2130.0,2148.0,1441.0,4175.0,2533.0,3438.0,1219.0,4015.0,6486.0,2890.0,1912.0,1438.0,1714.0,1169.0,1462.0,1024.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040308-02910.html
701,493,2003-02-01,SGI,SGI Altix 3000   Itanium 2,0,false,1082.0,1090.0,876.0,2909.0,1581.0,2097.0,661.0,1350.0,1118.0,1529.0,964.0,634.0,1192.0,708.0,744.0,609.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030224-01962.html
702,489,2005-07-01,SGI,SGI Altix 330   Itanium 2,0,false,2455.0,0.0,2509.0,4195.0,2524.0,3783.0,1167.0,6681.0,11932.0,3093.0,1746.0,1488.0,1649.0,1517.0,1505.0,1021.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050628-04340.html
703,485,2004-01-01,SGI,SGI Altix 350   Itanium 2,0,false,1357.0,1374.0,1044.0,3522.0,1913.0,2432.0,818.0,1824.0,2003.0,2031.0,1128.0,775.0,1370.0,873.0,926.0,714.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040209-02834.html
704,487,2004-01-01,SGI,SGI Altix 350   Itanium 2,0,false,1668.0,1684.0,1320.0,4027.0,2387.0,3210.0,1114.0,2370.0,1685.0,2510.0,1442.0,1000.0,1534.0,1090.0,1232.0,957.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20031215-02675.html
705,487,2004-05-01,SGI,SGI Altix 350   Itanium 2,0,false,1931.0,1942.0,1285.0,3970.0,2355.0,3222.0,1151.0,3558.0,5470.0,2761.0,1565.0,1275.0,1484.0,1111.0,1371.0,926.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040503-02991.html
706,489,2004-10-01,SGI,SGI Altix 3700 Bx2   Itanium 2,0,false,2361.0,0.0,2353.0,4000.0,2369.0,3721.0,1164.0,6621.0,11887.0,2871.0,1648.0,1468.0,1469.0,1477.0,1501.0,974.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041214-03641.html
707,491,2004-11-01,SGI,SGI Altix 3700 Bx2   Itanium 2,0,false,2600.0,0.0,2636.0,4201.0,2645.0,4015.0,1274.0,7204.0,12660.0,3231.0,1985.0,1632.0,1661.0,1586.0,1609.0,1066.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041101-03511.html
708,491,2004-11-01,SGI,SGI Altix 3700 Bx2   Itanium 2,0,false,2647.0,0.0,2637.0,4201.0,2662.0,4108.0,1304.0,7228.0,12596.0,3520.0,2082.0,1660.0,1659.0,1574.0,1609.0,1127.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041101-03499.html
709,479,2006-07-01,SGI,SGI Altix 4700 Density System  Itanium 2 Processor 9040 1.6G,0,false,3001.0,0.0,3860.0,4721.0,2819.0,4222.0,1489.0,8097.0,19593.0,3578.0,2287.0,1775.0,2022.0,1777.0,1617.0,1113.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060901-07179.html
710,480,2006-07-01,SGI,SGI Altix 4700 Density System  Itanium2 Processor 9050 1.6GH,0,false,3098.0,0.0,3697.0,4830.0,2817.0,4512.0,1433.0,7650.0,19568.0,4019.0,2582.0,1755.0,2441.0,1798.0,1617.0,1190.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060727-06896.html
711,747,2001-10-01,SGI,,0,false,356.0,378.0,365.0,489.0,313.0,324.0,336.0,698.0,353.0,290.0,409.0,357.0,387.0,266.0,241.0,334.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01050.html
712,748,2002-05-01,SGI,,0,false,472.0,495.0,434.0,511.0,352.0,370.0,427.0,1308.0,1245.0,330.0,514.0,542.0,424.0,299.0,298.0,388.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020729-01492.html
713,747,2001-07-01,SGI,,0,false,436.0,463.0,383.0,493.0,339.0,344.0,351.0,1167.0,1210.0,316.0,553.0,480.0,403.0,276.0,247.0,355.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010423-00584.html
714,748,2002-01-01,SGI,,0,false,499.0,529.0,434.0,529.0,379.0,381.0,425.0,1398.0,1436.0,347.0,647.0,573.0,442.0,306.0,298.0,406.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020211-01261.html
715,746,2000-09-01,SGI,,0,false,382.0,407.0,316.0,470.0,310.0,296.0,289.0,998.0,1121.0,303.0,472.0,392.0,383.0,244.0,198.0,308.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00231.html
716,783,2003-04-01,Sun Microsystems,Netra 20,0,false,945.0,1106.0,888.0,1023.0,700.0,741.0,693.0,1977.0,9951.0,1537.0,1172.0,592.0,520.0,489.0,406.0,644.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030331-02007.html
717,768,2001-02-01,Sun Microsystems,Sun Blade 100,0,false,163.0,182.0,253.0,182.0,114.0,126.0,250.0,232.0,87.7,133.0,226.0,140.0,180.0,166.0,166.0,136.0,http://www.spec.org/cpu2000/results/res2001q1/cpu2000-20010306-00489.html
718,776,2000-09-01,Sun Microsystems,Sun Blade 1000 Model 1600,0,false,302.0,339.0,364.0,634.0,274.0,174.0,306.0,859.0,684.0,162.0,408.0,237.0,154.0,221.0,189.0,264.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00221.html
719,776,2000-09-01,Sun Microsystems,Sun Blade 1000 Model 1600,0,false,260.0,288.0,311.0,267.0,181.0,171.0,303.0,621.0,671.0,161.0,341.0,231.0,156.0,217.0,185.0,256.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010718-00760.html
720,778,2000-09-01,Sun Microsystems,Sun Blade 1000 Model 1750,0,false,373.0,421.0,436.0,713.0,329.0,202.0,390.0,1063.0,824.0,192.0,619.0,360.0,181.0,271.0,232.0,297.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00225.html
721,778,2000-09-01,Sun Microsystems,Sun Blade 1000 Model 1750,0,false,326.0,395.0,377.0,295.0,213.0,189.0,398.0,770.0,781.0,189.0,646.0,350.0,185.0,258.0,245.0,284.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010629-00736.html
722,778,2000-09-01,Sun Microsystems,Sun Blade 1000 Model 1750,0,false,323.0,359.0,365.0,296.0,212.0,199.0,389.0,760.0,811.0,191.0,555.0,348.0,182.0,266.0,240.0,287.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010718-00762.html
723,779,2000-12-01,Sun Microsystems,Sun Blade 1000 Model 1900,0,false,427.0,482.0,497.0,752.0,377.0,221.0,469.0,1266.0,990.0,211.0,718.0,421.0,204.0,302.0,273.0,340.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000911-00217.html
724,779,2001-08-01,Sun Microsystems,Sun Blade 1000 Model 1900,0,false,369.0,410.0,413.0,319.0,233.0,218.0,466.0,906.0,973.0,210.0,643.0,409.0,206.0,297.0,282.0,328.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010718-00764.html
725,779,2001-12-01,Sun Microsystems,Sun Blade 1000 Model 900 Cu,0,false,629.0,731.0,589.0,925.0,470.0,286.0,468.0,1463.0,8176.0,600.0,838.0,435.0,354.0,364.0,310.0,424.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011119-01121.html
726,775,2002-08-01,Sun Microsystems,Sun Blade 150,0,false,240.0,254.0,293.0,214.0,154.0,138.0,273.0,303.0,972.0,275.0,283.0,183.0,219.0,183.0,192.0,183.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020813-01558.html
727,777,2002-08-01,Sun Microsystems,Sun Blade 150,0,false,261.0,276.0,322.0,222.0,163.0,147.0,318.0,324.0,1019.0,292.0,308.0,199.0,229.0,199.0,224.0,202.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020813-01556.html
728,785,2003-09-01,Sun Microsystems,Sun Blade 1500,0,false,757.0,884.0,812.0,850.0,579.0,643.0,589.0,1239.0,6751.0,1255.0,922.0,393.0,332.0,479.0,365.0,605.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030620-02292.html
729,788,2005-02-01,Sun Microsystems,Sun Blade 1500,0,false,1133.0,1272.0,1251.0,926.0,741.0,931.0,838.0,2047.0,10761.0,1623.0,1782.0,554.0,866.0,634.0,509.0,868.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050107-03679.html
730,780,2002-10-01,Sun Microsystems,Sun Blade 2000,0,false,682.0,775.0,654.0,936.0,422.0,325.0,558.0,1550.0,8386.0,680.0,917.0,507.0,375.0,394.0,311.0,530.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021004-01704.html
731,783,2003-04-01,Sun Microsystems,Sun Blade 2000,0,false,953.0,1118.0,894.0,1037.0,706.0,746.0,698.0,1992.0,10006.0,1556.0,1178.0,599.0,530.0,487.0,408.0,647.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030326-02000.html
732,782,2002-02-01,Sun Microsystems,Sun Blade 2000,0,false,711.0,817.0,660.0,944.0,479.0,332.0,573.0,1655.0,9713.0,651.0,908.0,505.0,385.0,402.0,361.0,556.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020422-01317.html
733,786,2003-12-01,Sun Microsystems,Sun Blade 2500,0,false,877.0,1021.0,945.0,920.0,664.0,753.0,705.0,1411.0,7698.0,1392.0,1126.0,457.0,382.0,557.0,440.0,713.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20030821-02436.html
734,789,2005-02-01,Sun Microsystems,Sun Blade 2500,0,false,1200.0,1353.0,1328.0,986.0,786.0,989.0,891.0,2140.0,11144.0,1737.0,1877.0,589.0,916.0,674.0,541.0,922.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050107-03681.html
735,781,2002-02-01,Sun Microsystems,Sun Blade Model 2050,0,false,701.0,827.0,659.0,980.0,487.0,310.0,543.0,1713.0,9389.0,645.0,958.0,509.0,371.0,400.0,366.0,471.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011105-01098.html
736,765,1998-12-01,Sun Microsystems,Sun Enterprise 3500/4500,0,false,246.0,261.0,263.0,289.0,221.0,138.0,231.0,617.0,795.0,134.0,380.0,232.0,196.0,187.0,143.0,184.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001020-00262.html
737,767,2000-08-01,Sun Microsystems,Sun Enterprise 450,0,false,274.0,291.0,284.0,285.0,226.0,150.0,273.0,735.0,920.0,149.0,459.0,313.0,205.0,207.0,159.0,189.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000810-00177.html
738,780,2002-09-01,Sun Microsystems,Sun Fire 280R,0,false,688.0,785.0,658.0,958.0,454.0,325.0,555.0,1533.0,8315.0,674.0,911.0,504.0,406.0,399.0,307.0,531.0,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021121-01872.html
739,783,2003-04-01,Sun Microsystems,Sun Fire 280R,0,false,945.0,1106.0,888.0,1023.0,700.0,741.0,693.0,1977.0,9951.0,1537.0,1172.0,592.0,520.0,489.0,406.0,644.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030331-02003.html
740,779,2001-12-01,Sun Microsystems,Sun Fire 280R,0,false,592.0,700.0,573.0,801.0,423.0,277.0,468.0,1458.0,8184.0,592.0,825.0,428.0,240.0,350.0,312.0,400.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011119-01137.html
741,778,2001-03-01,Sun Microsystems,Sun Fire 280R,0,false,324.0,392.0,375.0,293.0,211.0,188.0,398.0,756.0,774.0,187.0,641.0,344.0,188.0,254.0,243.0,284.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010629-00730.html
742,778,2001-03-01,Sun Microsystems,Sun Fire 280R,0,false,320.0,356.0,358.0,294.0,211.0,198.0,381.0,749.0,805.0,189.0,558.0,340.0,183.0,263.0,238.0,289.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010718-00771.html
743,783,2003-12-01,Sun Microsystems,Sun Fire V1280,0,false,873.0,1027.0,813.0,904.0,692.0,660.0,689.0,1869.0,9373.0,1303.0,1134.0,532.0,459.0,432.0,388.0,606.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040116-02714.html
744,779,2003-02-01,Sun Microsystems,Sun Fire V1280,0,false,733.0,844.0,687.0,867.0,589.0,544.0,521.0,1498.0,7535.0,1181.0,943.0,437.0,424.0,369.0,303.0,501.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030224-01957.html
745,78,2004-07-01,Sun Microsystems,Sun Fire V20z,0,false,1555.0,1693.0,1662.0,2007.0,1390.0,1323.0,1829.0,2673.0,1566.0,1350.0,2235.0,1373.0,1512.0,1488.0,741.0,1484.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040712-03254.html
746,79,2005-04-01,Sun Microsystems,Sun Fire V20z,0,false,1852.0,2036.0,2386.0,2542.0,1672.0,1733.0,1973.0,2975.0,2308.0,1633.0,2188.0,1465.0,2053.0,1609.0,831.0,1639.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050211-03840.html
747,784,2003-05-01,Sun Microsystems,Sun Fire V210,0,false,722.0,841.0,773.0,834.0,552.0,607.0,554.0,1189.0,6431.0,1214.0,876.0,375.0,316.0,460.0,342.0,571.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030331-02011.html
748,787,2005-01-01,Sun Microsystems,Sun Fire V210,0,false,1006.0,1117.0,1103.0,818.0,651.0,828.0,748.0,1773.0,9575.0,1449.0,1593.0,493.0,764.0,571.0,452.0,782.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050111-03699.html
749,786,2004-01-01,Sun Microsystems,Sun Fire V240,0,false,953.0,1063.0,959.0,975.0,700.0,769.0,707.0,1524.0,7691.0,1493.0,1099.0,467.0,882.0,561.0,436.0,744.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040112-02709.html
750,784,2003-05-01,Sun Microsystems,Sun Fire V240,0,false,718.0,836.0,766.0,831.0,550.0,604.0,551.0,1178.0,6385.0,1201.0,877.0,370.0,312.0,459.0,343.0,571.0,http://www.spec.org/cpu2000/results/res2003q2/cpu2000-20030331-02015.html
751,788,2005-01-01,Sun Microsystems,Sun Fire V240,0,false,1136.0,1271.0,1325.0,928.0,739.0,924.0,840.0,1992.0,10890.0,1619.0,1774.0,540.0,870.0,647.0,511.0,878.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050110-03690.html
752,786,2003-09-01,Sun Microsystems,Sun Fire V250,0,false,954.0,1054.0,963.0,975.0,703.0,766.0,705.0,1512.0,7760.0,1493.0,1099.0,469.0,877.0,563.0,436.0,743.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20030916-02508.html
753,86,2004-07-01,Sun Microsystems,Sun Fire V40z,0,false,1551.0,1692.0,1661.0,2015.0,1387.0,1320.0,1826.0,2685.0,1532.0,1348.0,2233.0,1371.0,1494.0,1486.0,741.0,1486.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040712-03250.html
754,87,2005-04-01,Sun Microsystems,Sun Fire V40z,0,false,1840.0,2020.0,2415.0,2523.0,1661.0,1720.0,1957.0,2939.0,2295.0,1621.0,2146.0,1453.0,2038.0,1598.0,826.0,1628.0,http://www.spec.org/cpu2000/results/res2005q1/cpu2000-20050211-03844.html
755,789,2004-11-01,Sun Microsystems,Sun Fire V440,0,false,1209.0,1349.0,1410.0,987.0,786.0,994.0,897.0,2083.0,11377.0,1742.0,1908.0,592.0,927.0,681.0,539.0,923.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03588.html
756,781,2003-07-01,Sun Microsystems,Sun Fire V480,0,false,826.0,962.0,777.0,949.0,625.0,643.0,607.0,1725.0,8760.0,1342.0,1038.0,512.0,474.0,421.0,311.0,570.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030728-02420.html
757,783,2003-10-01,Sun Microsystems,Sun Fire V480,0,false,921.0,1084.0,864.0,987.0,683.0,716.0,698.0,1947.0,10020.0,1442.0,1168.0,573.0,491.0,454.0,405.0,639.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031027-02600.html
758,779,2002-06-01,Sun Microsystems,Sun Fire V480,0,false,637.0,727.0,587.0,974.0,443.0,301.0,493.0,1418.0,8341.0,585.0,821.0,443.0,388.0,362.0,278.0,487.0,http://www.spec.org/cpu2000/results/res2002q3/cpu2000-20020607-01410.html
759,781,2003-05-01,Sun Microsystems,Sun Fire V880,0,false,845.0,982.0,787.0,999.0,636.0,644.0,615.0,1744.0,8766.0,1337.0,1060.0,521.0,470.0,433.0,358.0,578.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02268.html
760,783,2003-09-01,Sun Microsystems,Sun Fire V880,0,false,923.0,1082.0,857.0,991.0,685.0,717.0,700.0,1948.0,10025.0,1447.0,1164.0,572.0,493.0,463.0,408.0,638.0,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20030916-02504.html
761,778,2001-10-01,Sun Microsystems,Sun Fire V880,0,false,354.0,378.0,329.0,253.0,196.0,164.0,371.0,747.0,2670.0,307.0,571.0,309.0,268.0,210.0,260.0,306.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011119-01133.html
762,779,2002-06-01,Sun Microsystems,Sun Fire V880,0,false,614.0,697.0,566.0,933.0,424.0,290.0,478.0,1374.0,8117.0,563.0,802.0,423.0,366.0,348.0,272.0,472.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020531-01386.html
763,74,2006-05-01,Sun Microsystems,Sun Fire X2100,0,false,2118.0,2334.0,2948.0,4178.0,1751.0,2373.0,1705.0,3199.0,2332.0,1882.0,2978.0,1581.0,1608.0,1854.0,931.0,2283.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060410-05850.html
764,74,2006-05-01,Sun Microsystems,Sun Fire X2100,0,false,2041.0,2262.0,3060.0,2188.0,1782.0,1579.0,1932.0,3365.0,4153.0,2046.0,2660.0,1665.0,1612.0,1808.0,927.0,1748.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060410-05852.html
765,73,2005-11-01,Sun Microsystems,Sun Fire X2100,0,false,2045.0,2241.0,2835.0,4045.0,1717.0,2267.0,1613.0,3144.0,2408.0,1846.0,2785.0,1487.0,1588.0,1780.0,874.0,2173.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050906-04685.html
766,80,2005-10-01,Sun Microsystems,Sun Fire X4100,0,false,2132.0,2344.0,2924.0,4531.0,1885.0,2273.0,1631.0,3480.0,2454.0,1884.0,2931.0,1490.0,1855.0,1859.0,799.0,2233.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050906-04675.html
767,81,2006-05-01,Sun Microsystems,Sun Fire X4100,0,false,2223.0,2471.0,3060.0,4725.0,1942.0,2387.0,1718.0,3555.0,2478.0,1929.0,3142.0,1587.0,1901.0,1937.0,850.0,2356.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060410-05837.html
768,81,2006-05-01,Sun Microsystems,Sun Fire X4100,0,false,2157.0,2412.0,3145.0,2641.0,1954.0,1688.0,1951.0,3534.0,4325.0,2118.0,2808.0,1648.0,1879.0,1877.0,920.0,1812.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060410-05843.html
769,80,2005-10-01,Sun Microsystems,Sun Fire X4200,0,false,2132.0,2344.0,2924.0,4531.0,1885.0,2273.0,1631.0,3480.0,2454.0,1884.0,2931.0,1490.0,1855.0,1859.0,799.0,2233.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20050906-04677.html
770,81,2006-05-01,Sun Microsystems,Sun Fire X4200,0,false,2223.0,2471.0,3060.0,4725.0,1942.0,2387.0,1718.0,3555.0,2478.0,1929.0,3142.0,1587.0,1901.0,1937.0,850.0,2356.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060410-05836.html
771,81,2006-05-01,Sun Microsystems,Sun Fire X4200,0,false,2157.0,2412.0,3145.0,2641.0,1954.0,1688.0,1951.0,3534.0,4325.0,2118.0,2808.0,1648.0,1879.0,1877.0,920.0,1812.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060410-05842.html
772,71,2004-07-01,Sun Microsystems,Sun Java Workstation W1100z,0,false,1637.0,1787.0,1733.0,2310.0,1447.0,1402.0,1839.0,2789.0,1786.0,1387.0,2373.0,1397.0,1649.0,1552.0,742.0,1529.0,http://www.spec.org/cpu2000/results/res2004q3/cpu2000-20040712-03241.html
773,779,2002-06-01,Sun Microsystems,Sun Netra 20,0,false,634.0,713.0,596.0,894.0,418.0,311.0,494.0,1429.0,8342.0,636.0,817.0,454.0,353.0,367.0,279.0,489.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020524-01381.html
774,778,2001-10-01,Sun Microsystems,Sun Netra 20,0,false,376.0,415.0,369.0,291.0,225.0,185.0,385.0,770.0,2844.0,365.0,631.0,339.0,200.0,254.0,268.0,286.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011119-01128.html
775,98,2006-08-01,Sun Microsystems,Sun Ultra 20 M2,0,false,2601.0,3073.0,3190.0,3406.0,2941.0,4291.0,1707.0,4420.0,9707.0,3483.0,3363.0,1491.0,1976.0,1997.0,426.0,2195.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060815-07001.html
776,787,2006-06-01,Sun Microsystems,Sun Ultra 25,0,false,1041.0,1108.0,1161.0,1492.0,608.0,926.0,744.0,1751.0,8883.0,1408.0,1534.0,491.0,680.0,578.0,492.0,762.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060918-07416.html
777,81,2006-04-01,Sun Microsystems,Sun Ultra 40,0,false,2260.0,2497.0,3066.0,4741.0,1951.0,2420.0,1718.0,3618.0,2546.0,1947.0,3224.0,1594.0,1934.0,1946.0,930.0,2389.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060410-05826.html
778,80,2006-01-01,Sun Microsystems,Sun Ultra 40,0,false,2097.0,2315.0,2923.0,4564.0,1895.0,2304.0,1661.0,3500.0,2448.0,1880.0,3138.0,1504.0,1318.0,1881.0,772.0,2252.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060213-05607.html
779,81,2006-04-01,Sun Microsystems,Sun Ultra 40,0,false,2201.0,2453.0,3195.0,2673.0,2001.0,1725.0,1979.0,3637.0,4373.0,2171.0,2863.0,1694.0,1922.0,1916.0,936.0,1855.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060410-05831.html
780,789,2006-01-01,Sun Microsystems,Sun Ultra 45,0,false,1284.0,1365.0,1422.0,1907.0,772.0,1120.0,893.0,2139.0,11283.0,1739.0,1908.0,587.0,884.0,706.0,587.0,919.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060213-05618.html
781,771,1999-05-01,Sun Microsystems,,0,false,126.0,0.0,118.0,132.0,118.0,115.0,130.0,80.6,211.0,109.0,129.0,141.0,132.0,130.0,127.0,126.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00002.html
782,79,2005-03-01,Supermicro,H8DA8  TM  252,0,false,1620.0,1716.0,2658.0,2052.0,1417.0,1334.0,1896.0,2628.0,1742.0,1510.0,1884.0,1235.0,1691.0,1388.0,793.0,1466.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050509-04071.html
783,79,2005-03-01,Supermicro,H8DAR-8  TM  252,0,false,1600.0,1704.0,2630.0,1965.0,1395.0,1319.0,1879.0,2547.0,1711.0,1528.0,1862.0,1227.0,1647.0,1390.0,791.0,1462.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050509-04077.html
784,79,2005-03-01,Supermicro,H8DAR-T/E  TM  252,0,false,1632.0,1736.0,2659.0,1994.0,1419.0,1344.0,1882.0,2671.0,1779.0,1559.0,1875.0,1246.0,1750.0,1402.0,792.0,1479.0,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050509-04082.html
785,605,2006-05-01,Supermicro,Motherboard X7DB3,1333,false,2620.0,2618.0,3702.0,2499.0,1766.0,2032.0,2737.0,7095.0,10367.0,2903.0,2512.0,2041.0,1989.0,1920.0,1193.0,1586.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060722-06636.html
786,605,2006-06-01,Supermicro,Motherboard X7DBP-8,1333,false,2620.0,2626.0,3057.0,2792.0,1780.0,1858.0,2797.0,7125.0,10883.0,3040.0,2715.0,1990.0,2046.0,1925.0,1179.0,1538.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20060913-07257.html
787,599,2006-05-01,Supermicro,Motherboard X7DBR-8+,1066,false,1806.0,1808.0,2488.0,2126.0,1491.0,1521.0,1619.0,3768.0,4461.0,2344.0,1943.0,1037.0,1976.0,1397.0,736.0,1252.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060722-06630.html
788,540,2005-08-01,Supermicro,PDSM4/E Motherboard,800,false,1758.0,1766.0,2636.0,2760.0,1458.0,1598.0,1416.0,2682.0,3500.0,2634.0,1900.0,931.0,2235.0,1501.0,635.0,1205.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050811-04489.html
789,540,2005-10-01,Supermicro,PDSMA Motherboard,800,false,1573.0,1580.0,2355.0,2503.0,1286.0,1425.0,1239.0,2407.0,3200.0,2372.0,1683.0,852.0,1959.0,1333.0,555.0,1121.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051017-04969.html
790,548,2006-03-01,Supermicro,PDSML-LN2 Rev. 1.01  Motherboard,0,false,1785.0,1786.0,2573.0,1968.0,1473.0,1461.0,1509.0,3511.0,4393.0,2527.0,1926.0,1212.0,1831.0,1390.0,686.0,1271.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060310-05763.html
791,540,2005-08-01,Supermicro,PDSMP-8/i Motherboard,800,false,1734.0,1741.0,2619.0,2617.0,1449.0,1584.0,1419.0,2657.0,3385.0,2575.0,1888.0,923.0,2191.0,1482.0,636.0,1193.0,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050810-04487.html
