spec_fp2000_id,processor_id,hw_avail,test_sponsor,hw_model,bus,sw_auto_parallel,basemean,peakmean,168_wupwise,171_swim,172_mgrid,173_applu,177_mesa,178_galgel,179_art,183_equake,187_facerec,188_ammp,189_lucas,191_fma3d,200_sixtrack,301_apsi,link
88,102,2006-09-01,Advanced Micro Devices,Tyan Thunder K9HM  S3992  TM  2210,0,false,1348.0,1457.0,2038.0,2198.0,1204.0,1218.0,710.0,2212.0,3522.0,1364.0,1500.0,872.0,1515.0,1178.0,549.0,1027.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06607.html
89,102,2006-09-01,Advanced Micro Devices,Tyan Thunder K9HM  S3992  TM  2210,0,false,1578.0,1746.0,2085.0,2456.0,1356.0,1623.0,1375.0,2566.0,2250.0,1484.0,2163.0,1116.0,1889.0,1308.0,606.0,1240.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06623.html
90,106,2006-09-01,Advanced Micro Devices,Tyan Thunder K9HM  S3992  TM  2218,0,false,1810.0,1970.0,2778.0,2722.0,1664.0,1560.0,1022.0,2984.0,4620.0,1752.0,2031.0,1175.0,1931.0,1609.0,789.0,1431.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06599.html
91,106,2006-09-01,Advanced Micro Devices,Tyan Thunder K9HM  S3992  TM  2218,0,false,2121.0,2351.0,2834.0,3139.0,1871.0,2178.0,1969.0,3488.0,2847.0,1855.0,2873.0,1555.0,2374.0,1784.0,872.0,1718.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06615.html
92,119,2006-09-01,Advanced Micro Devices,Tyan Thunder K9QE  S4985 TM  2220SE,0,false,1893.0,2064.0,2932.0,2747.0,1758.0,1593.0,1101.0,3136.0,4733.0,1811.0,2142.0,1229.0,1963.0,1691.0,854.0,1526.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06573.html
93,119,2006-09-01,Advanced Micro Devices,Tyan Thunder K9QE  S4985 TM  2220SE,0,false,2230.0,2462.0,2953.0,3197.0,1979.0,2270.0,2294.0,3651.0,2935.0,1914.0,2977.0,1654.0,2401.0,1863.0,945.0,1812.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060721-06587.html
94,191,2000-10-01,Alpha Processor; Inc.,,0,false,478.0,533.0,494.0,845.0,489.0,365.0,601.0,435.0,898.0,214.0,650.0,386.0,567.0,460.0,301.0,447.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00155.html
95,192,2000-10-01,Alpha Processor; Inc.,,0,false,571.0,644.0,557.0,980.0,587.0,424.0,687.0,529.0,1509.0,247.0,793.0,461.0,682.0,532.0,339.0,478.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00154.html
96,296,2006-02-01,Bull,Escala PL1650R+   1 CPU,0,false,3303.0,3510.0,3259.0,4811.0,3124.0,2657.0,1462.0,7060.0,15995.0,6905.0,3108.0,1599.0,6022.0,2018.0,979.0,2096.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070215-08565.html
97,295,2006-02-01,Bull,Escala PL250R+   1 CPU,0,false,3108.0,3301.0,3129.0,4164.0,2996.0,2503.0,1356.0,6772.0,15209.0,6582.0,2971.0,1537.0,5308.0,1861.0,936.0,2067.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070219-08602.html
98,295,2006-02-01,Bull,Escala PL450R+   1 CPU,0,false,3143.0,3317.0,3058.0,4313.0,3004.0,2653.0,1397.0,6829.0,15304.0,6598.0,2969.0,1543.0,5568.0,1846.0,936.0,2061.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070205-08416.html
99,518,2005-10-01,Bull SA,Express5800-110Ej P4 630,800,false,1516.0,1516.0,2239.0,1824.0,1297.0,1254.0,1355.0,2975.0,3430.0,1649.0,1614.0,1110.0,1676.0,1245.0,542.0,1103.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05166.html
100,539,2005-10-01,Bull SA,Express5800-110Ej PD 820,800,false,1350.0,1350.0,2159.0,1801.0,1211.0,1228.0,1283.0,2163.0,2228.0,1567.0,1474.0,843.0,1619.0,1205.0,505.0,973.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05170.html
101,513,2005-10-01,Bull SA,Express5800-110Rf1 P4 520,800,false,1208.0,1208.0,2021.0,1395.0,1138.0,1101.0,1272.0,1921.0,1799.0,1346.0,1399.0,802.0,1255.0,1087.0,502.0,877.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05174.html
102,513,2005-10-01,Bull SA,Express5800-Tm800 P4 521,800,false,1388.0,1388.0,2202.0,1887.0,1239.0,1240.0,1279.0,2241.0,2336.0,1622.0,1514.0,870.0,1680.0,1226.0,502.0,1042.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05196.html
103,539,2005-10-01,Bull SA,Express5800-Tm800 PD 820,800,false,1393.0,1393.0,2205.0,1894.0,1236.0,1259.0,1279.0,2255.0,2352.0,1628.0,1514.0,875.0,1684.0,1231.0,504.0,1049.0,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051212-05200.html
104,606,2006-03-01,Bull,Express5800-140He,667,false,1126.0,1148.0,1816.0,1694.0,1087.0,1128.0,1110.0,1588.0,1851.0,1330.0,1038.0,623.0,1124.0,1025.0,518.0,838.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05968.html
105,606,2006-03-01,Bull,Express5800-140Rd4,667,false,1126.0,1148.0,1816.0,1694.0,1087.0,1128.0,1110.0,1588.0,1851.0,1330.0,1038.0,623.0,1124.0,1025.0,518.0,838.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060515-05967.html
106,480,2006-10-01,Bull,NovaScale 3045   Itanium2 9050,0,false,3020.0,3020.0,3547.0,4927.0,2761.0,3993.0,1451.0,6864.0,19432.0,3874.0,2872.0,1488.0,2710.0,1767.0,1580.0,1123.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061016-07558.html
107,489,2003-09-01,Bull,NovaScale 4040,0,false,1994.0,2015.0,1320.0,3898.0,2304.0,3427.0,1119.0,4050.0,6834.0,2589.0,1846.0,1171.0,1593.0,1034.0,1427.0,945.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030731-02430.html
108,491,2004-11-01,Bull,NovaScale 4040,0,false,2566.0,2566.0,2027.0,4045.0,2442.0,4052.0,1310.0,7552.0,12619.0,3017.0,2167.0,1688.0,1769.0,1538.0,1605.0,1099.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041110-03564.html
109,485,2003-04-01,Bull,NovaScale 4040,0,false,1391.0,1404.0,959.0,3194.0,1745.0,2320.0,723.0,2410.0,4365.0,1639.0,1232.0,884.0,1409.0,749.0,889.0,642.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030310-01975.html
110,600,2006-12-01,Bull,NovaScale B260,1066,false,1652.0,1658.0,2595.0,2133.0,1047.0,1386.0,1470.0,3851.0,5549.0,2106.0,1587.0,1143.0,1407.0,1274.0,640.0,1022.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070108-08321.html
111,602,2006-12-01,Bull,NovaScale B260,1333,false,2017.0,2025.0,3130.0,2575.0,1287.0,1684.0,1827.0,4802.0,6928.0,2514.0,1933.0,1416.0,1675.0,1560.0,800.0,1209.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070119-08338.html
112,604,2006-12-01,Bull,NovaScale B260,1333,false,2460.0,2471.0,3582.0,2683.0,1606.0,1932.0,2397.0,6369.0,9249.0,2871.0,2415.0,1833.0,1880.0,1875.0,1068.0,1470.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070119-08342.html
113,617,2007-01-01,Bull,NovaScale B260,1066,false,1823.0,1830.0,2745.0,2082.0,1178.0,1480.0,1699.0,4472.0,6475.0,2243.0,1780.0,1308.0,1483.0,1387.0,748.0,1137.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070202-08411.html
114,618,2007-01-01,Bull,NovaScale B260,1333,false,2033.0,2041.0,3182.0,2550.0,1296.0,1703.0,1826.0,4818.0,6942.0,2564.0,1963.0,1425.0,1719.0,1564.0,801.0,1215.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070221-08630.html
115,600,2007-01-01,Bull,NovaScale B280,1066,false,1657.0,1664.0,2608.0,2154.0,1046.0,1394.0,1468.0,3850.0,5550.0,2114.0,1586.0,1143.0,1425.0,1277.0,641.0,1028.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070119-08334.html
116,602,2007-01-01,Bull,NovaScale B280,1333,false,2045.0,2053.0,3212.0,2658.0,1305.0,1722.0,1839.0,4812.0,6936.0,2572.0,1935.0,1423.0,1732.0,1584.0,802.0,1220.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070119-08330.html
117,604,2007-01-01,Bull,NovaScale B280,1333,false,2476.0,2487.0,3604.0,2717.0,1624.0,1957.0,2412.0,6376.0,9239.0,2896.0,2424.0,1830.0,1923.0,1885.0,1067.0,1477.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070202-08407.html
118,617,2007-01-01,Bull,NovaScale B280,1066,false,1837.0,1845.0,2782.0,2122.0,1185.0,1498.0,1708.0,4479.0,6475.0,2270.0,1782.0,1310.0,1519.0,1396.0,748.0,1146.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070212-08489.html
119,618,2007-01-01,Bull,NovaScale B280,1333,false,2044.0,2052.0,3205.0,2577.0,1303.0,1717.0,1839.0,4812.0,6930.0,2582.0,1974.0,1425.0,1758.0,1573.0,800.0,1221.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070220-08622.html
120,600,2006-11-01,Bull,NovaScale R440,1066,false,1661.0,1686.0,2690.0,2179.0,1059.0,1420.0,1484.0,3856.0,5530.0,1768.0,1623.0,1203.0,1489.0,1289.0,638.0,1030.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-07878.html
121,602,2006-11-01,Bull,NovaScale R440,1332,false,1994.0,2028.0,3090.0,2609.0,1290.0,1684.0,1840.0,4801.0,6910.0,1972.0,1947.0,1482.0,1694.0,1560.0,798.0,1223.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061110-07866.html
122,605,2006-11-01,Bull,NovaScale R440,1332,false,2592.0,2646.0,3645.0,2739.0,1760.0,2005.0,2696.0,7020.0,10348.0,2183.0,2594.0,2140.0,1946.0,1993.0,1194.0,1594.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061110-07870.html
123,600,2006-11-01,Bull,NovaScale R460,1066,false,1659.0,1684.0,2685.0,2177.0,1058.0,1419.0,1484.0,3848.0,5528.0,1765.0,1622.0,1203.0,1486.0,1289.0,638.0,1030.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08139.html
124,602,2006-11-01,Bull,NovaScale R460,1332,false,1994.0,2029.0,3092.0,2610.0,1292.0,1684.0,1842.0,4800.0,6907.0,1972.0,1949.0,1482.0,1694.0,1561.0,798.0,1224.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061120-08143.html
125,605,2006-10-01,Bull,NovaScale R460,1332,false,2572.0,2626.0,3593.0,2722.0,1755.0,1977.0,2645.0,7122.0,10335.0,2130.0,2555.0,2136.0,1903.0,1979.0,1197.0,1598.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061030-07803.html
126,598,2006-08-01,Bull,NovaScale T840,667,false,1410.0,1435.0,2573.0,1734.0,1220.0,1295.0,1200.0,2898.0,2900.0,1561.0,1250.0,924.0,1243.0,1188.0,588.0,1097.0,http://www.spec.org/cpu2000/results/res2006q3/cpu2000-20060829-07150.html
127,605,2006-07-01,Bull,NovaScale T840,1333,false,2605.0,2658.0,3689.0,2747.0,1764.0,2000.0,2661.0,7114.0,10284.0,2228.0,2573.0,2148.0,1903.0,2002.0,1196.0,1699.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070215-08559.html
128,520,2006-01-01,CAIRA,PCSC32,800,false,1817.0,1813.0,2554.0,2565.0,1447.0,1572.0,1408.0,3378.0,4423.0,2670.0,1929.0,1100.0,2098.0,1453.0,634.0,1243.0,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060208-05541.html
129,177,1997-10-01,Compaq Computer Corporation,AlphaServer 4100 5/533,0,false,176.0,0.0,173.0,193.0,130.0,114.0,207.0,203.0,331.0,114.0,209.0,160.0,236.0,157.0,148.0,193.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00014.html
130,187,2000-10-01,Compaq Computer Corporation,AlphaServer DS10 6/600,0,false,377.0,411.0,424.0,645.0,371.0,311.0,430.0,329.0,551.0,203.0,413.0,296.0,518.0,384.0,250.0,386.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000630-00132.html
131,184,1998-12-01,Compaq Computer Corporation,AlphaServer DS20 Model 6/500,0,false,383.0,422.0,366.0,937.0,408.0,323.0,386.0,315.0,759.0,195.0,456.0,286.0,520.0,392.0,204.0,337.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00010.html
132,188,2000-03-01,Compaq Computer Corporation,AlphaServer DS20E Model 6/667,0,false,514.0,577.0,482.0,1101.0,545.0,405.0,511.0,445.0,1245.0,244.0,681.0,414.0,662.0,487.0,274.0,450.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00012.html
133,188,2000-03-01,Compaq Computer Corporation,AlphaServer DS20E Model 6/667,0,false,535.0,582.0,451.0,991.0,354.0,502.0,532.0,1107.0,1329.0,249.0,751.0,394.0,588.0,483.0,273.0,442.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00844.html
134,193,2001-06-01,Compaq Computer Corporation,AlphaServer DS20E Model 68/833,0,false,643.0,784.0,542.0,1112.0,420.0,568.0,667.0,1354.0,1649.0,282.0,909.0,533.0,672.0,563.0,341.0,543.0,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010604-00681.html
135,193,2002-03-01,Compaq Computer Corporation,AlphaServer DS20L Model 68/833,0,false,583.0,724.0,519.0,1012.0,392.0,514.0,645.0,1308.0,1682.0,236.0,702.0,398.0,612.0,524.0,332.0,490.0,http://www.spec.org/cpu2000/results/res2002q2/cpu2000-20020415-01298.html
136,184,1999-04-01,Compaq Computer Corporation,AlphaServer ES40 Model 6/500,0,false,382.0,419.0,377.0,877.0,404.0,320.0,421.0,308.0,762.0,185.0,447.0,284.0,538.0,385.0,203.0,343.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001106-00292.html
137,188,2000-02-01,Compaq Computer Corporation,AlphaServer ES40 Model 6/667,0,false,500.0,562.0,458.0,1079.0,525.0,386.0,502.0,445.0,1238.0,220.0,677.0,405.0,639.0,472.0,273.0,445.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00006.html
138,193,2001-01-01,Compaq Computer Corporation,AlphaServer ES40 Model 6/833,0,false,590.0,658.0,529.0,1156.0,580.0,424.0,713.0,558.0,1540.0,231.0,822.0,488.0,731.0,528.0,340.0,553.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001023-00274.html
139,193,2001-01-01,Compaq Computer Corporation,AlphaServer ES40 Model 6/833,0,false,621.0,777.0,512.0,1080.0,390.0,527.0,665.0,1355.0,1658.0,245.0,898.0,526.0,675.0,529.0,338.0,537.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00708.html
140,194,2001-10-01,Compaq Computer Corporation,AlphaServer ES45 Model 68/1000,0,false,776.0,960.0,660.0,1502.0,517.0,741.0,800.0,1638.0,1782.0,332.0,1024.0,592.0,891.0,703.0,401.0,641.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20011022-01043.html
141,195,2001-06-01,Compaq Computer Corporation,AlphaServer GS160 Model 16 68/1001,0,false,585.0,756.0,482.0,898.0,343.0,411.0,785.0,1577.0,1987.0,179.0,996.0,473.0,511.0,415.0,404.0,506.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00696.html
142,190,2000-06-01,Compaq Computer Corporation,AlphaServer GS160 Model 6/731,0,false,405.0,444.0,401.0,795.0,391.0,281.0,542.0,412.0,1217.0,145.0,501.0,290.0,463.0,342.0,289.0,352.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000511-00100.html
143,195,2001-06-01,Compaq Computer Corporation,AlphaServer GS320 Model 32 68/1001,0,false,585.0,756.0,482.0,898.0,343.0,411.0,785.0,1577.0,1987.0,179.0,996.0,473.0,511.0,415.0,404.0,506.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00697.html
144,190,2000-06-01,Compaq Computer Corporation,AlphaServer GS320 Model 6/731,0,false,405.0,444.0,401.0,795.0,391.0,281.0,542.0,412.0,1217.0,145.0,501.0,290.0,463.0,342.0,289.0,352.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000629-00128.html
145,190,2000-12-01,Compaq Computer Corporation,AlphaServer GS80 Model 6/731,0,false,405.0,444.0,401.0,795.0,391.0,281.0,542.0,412.0,1217.0,145.0,501.0,290.0,463.0,342.0,289.0,352.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001204-00418.html
146,195,2001-06-01,Compaq Computer Corporation,AlphaServer GS80 Model 8 68/1001,0,false,585.0,756.0,482.0,898.0,343.0,411.0,785.0,1577.0,1987.0,179.0,996.0,473.0,511.0,415.0,404.0,506.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010618-00698.html
147,176,1996-10-01,Compaq Computer Corporation,AlphaStation 500/500,0,false,153.0,0.0,154.0,151.0,112.0,92.3,198.0,196.0,263.0,94.4,200.0,162.0,181.0,125.0,139.0,165.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00004.html
148,188,1999-08-01,Compaq Computer Corporation,AlphaStation XP1000 Model 6/667,0,false,452.0,532.0,426.0,703.0,327.0,406.0,513.0,977.0,846.0,224.0,581.0,331.0,493.0,405.0,264.0,385.0,http://www.spec.org/cpu2000/results/res2001q4/cpu2000-20010924-00912.html
149,176,1997-05-01,Compaq Computer Corporation,DIGITAL Personal Workstation 500au,0,false,158.0,0.0,166.0,192.0,130.0,107.0,195.0,163.0,205.0,108.0,178.0,139.0,210.0,155.0,137.0,176.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00008.html
150,487,2003-09-01,Dell,Dell PowerEdge 3250   Itanium2,0,false,1444.0,1444.0,1239.0,3495.0,2045.0,3021.0,1074.0,1628.0,1461.0,2200.0,1202.0,666.0,1425.0,971.0,1203.0,854.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030905-02459.html
151,487,2004-04-01,Dell,Dell PowerEdge 3250   Itanium2,0,false,1868.0,1868.0,1188.0,3571.0,2126.0,3101.0,1138.0,3150.0,6463.0,2699.0,1527.0,1217.0,1596.0,1027.0,1358.0,874.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040329-02935.html
152,489,2003-07-01,Dell,Dell PowerEdge 3250   Itanium2,0,false,1875.0,1875.0,1323.0,3564.0,2157.0,3208.0,1142.0,3417.0,6324.0,2700.0,1835.0,915.0,1496.0,974.0,1375.0,905.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030701-02366.html
153,476,2001-07-01,Dell,Dell PowerEdge 7150,0,false,703.0,0.0,591.0,1369.0,749.0,1022.0,329.0,1019.0,2369.0,834.0,637.0,511.0,837.0,323.0,575.0,350.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010619-00723.html
154,491,2004-11-01,Dell,Dell PowerEdge 7250,0,false,2545.0,0.0,2055.0,4001.0,2489.0,3965.0,1329.0,6771.0,12482.0,3559.0,2001.0,1605.0,1746.0,1522.0,1614.0,1070.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041101-03469.html
155,563,2002-01-01,Dell,PowerEdge 1500SC,0,false,422.0,440.0,570.0,344.0,303.0,308.0,706.0,476.0,545.0,320.0,611.0,496.0,378.0,456.0,233.0,434.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020115-01204.html
156,564,2002-01-01,Dell,PowerEdge 1500SC,0,false,437.0,456.0,604.0,343.0,303.0,312.0,769.0,488.0,548.0,325.0,638.0,524.0,387.0,477.0,256.0,454.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020102-01162.html
157,559,2001-08-01,Dell,PowerEdge 2550,0,false,377.0,402.0,534.0,345.0,300.0,302.0,625.0,317.0,519.0,269.0,459.0,453.0,367.0,392.0,208.0,408.0,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020102-01158.html
158,542,2007-01-01,Dell,PowerEdge 840,800,false,1785.0,0.0,3401.0,2307.0,1351.0,1609.0,1247.0,3216.0,4410.0,2679.0,1823.0,1108.0,1946.0,1443.0,602.0,1207.0,http://www.spec.org/cpu2000/results/res2007q1/cpu2000-20070219-08620.html
159,580,2004-05-01,Dell,Precision Mobile Workstation M60,0,false,1087.0,1088.0,1259.0,949.0,768.0,652.0,1531.0,2456.0,2963.0,1029.0,1252.0,965.0,1019.0,812.0,508.0,925.0,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03080.html
160,571,1999-12-01,Dell,Precision WorkStation 410,100,false,205.0,0.0,254.0,280.0,178.0,177.0,272.0,222.0,247.0,189.0,119.0,238.0,225.0,201.0,114.0,244.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00024.html
161,557,2000-09-01,Dell,Precision WorkStation 420,0,false,329.0,340.0,416.0,493.0,274.0,280.0,541.0,335.0,410.0,249.0,307.0,294.0,349.0,297.0,170.0,371.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001121-00355.html
162,557,2000-09-01,Dell,Precision WorkStation 420,0,false,292.0,304.0,345.0,447.0,251.0,250.0,391.0,309.0,331.0,247.0,237.0,301.0,310.0,273.0,165.0,338.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000828-00185.html
163,572,1999-12-01,Dell,Precision WorkStation 420,0,false,281.0,290.0,340.0,492.0,232.0,250.0,406.0,301.0,395.0,225.0,251.0,249.0,298.0,248.0,126.0,306.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001121-00357.html
164,572,1999-12-01,Dell,Precision WorkStation 420,133,false,242.0,0.0,282.0,438.0,211.0,216.0,292.0,277.0,313.0,223.0,145.0,256.0,264.0,223.0,121.0,276.0,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00026.html
165,574,2000-01-01,Dell,Precision WorkStation 420,0,false,295.0,306.0,362.0,494.0,245.0,260.0,442.0,312.0,398.0,232.0,267.0,264.0,315.0,264.0,137.0,325.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001121-00346.html
166,574,2000-01-01,Dell,Precision WorkStation 420,0,false,260.0,272.0,297.0,446.0,223.0,228.0,318.0,287.0,319.0,229.0,203.0,270.0,279.0,239.0,133.0,294.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000327-00071.html
167,576,2000-03-01,Dell,Precision WorkStation 420,0,false,306.0,317.0,379.0,493.0,255.0,262.0,472.0,321.0,400.0,238.0,281.0,274.0,327.0,275.0,149.0,341.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001121-00361.html
168,576,2000-03-01,Dell,Precision WorkStation 420,0,false,271.0,283.0,314.0,437.0,244.0,235.0,343.0,294.0,324.0,233.0,215.0,280.0,289.0,250.0,143.0,307.0,http://www.spec.org/cpu2000/results/res2000q2/cpu2000-20000327-00073.html
169,577,2000-06-01,Dell,Precision WorkStation 420,0,false,318.0,328.0,397.0,493.0,266.0,274.0,506.0,329.0,410.0,246.0,293.0,284.0,338.0,286.0,159.0,356.0,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001121-00363.html
170,577,2000-06-01,Dell,Precision WorkStation 420,0,false,281.0,294.0,328.0,446.0,242.0,243.0,366.0,303.0,328.0,242.0,226.0,290.0,300.0,261.0,153.0,323.0,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000619-00126.html
171,476,2001-06-01,Dell,Precision WorkStation 730,0,false,645.0,0.0,575.0,1365.0,746.0,1005.0,298.0,957.0,1429.0,796.0,510.0,477.0,816.0,315.0,540.0,336.0,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010702-00745.html
172,528,2003-05-01,Dell,Precision Workstation 360,533,false,951.0,965.0,1249.0,1612.0,918.0,978.0,891.0,1552.0,745.0,1156.0,1215.0,572.0,1220.0,952.0,422.0,675.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02245.html
173,531,2003-05-01,Dell,Precision Workstation 360   DDR333,800,false,1052.0,1067.0,1419.0,1663.0,1022.0,1083.0,1069.0,1741.0,764.0,1281.0,1327.0,634.0,1329.0,1084.0,484.0,734.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02252.html
174,531,2003-05-01,Dell,Precision Workstation 360   DDR400,800,false,1141.0,1160.0,1469.0,2043.0,1088.0,1198.0,1071.0,1910.0,895.0,1382.0,1396.0,687.0,1508.0,1141.0,485.0,801.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02254.html
175,532,2003-05-01,Dell,Precision Workstation 360   DDR333,800,false,1089.0,1104.0,1496.0,1668.0,1057.0,1109.0,1150.0,1780.0,757.0,1316.0,1390.0,653.0,1358.0,1135.0,519.0,759.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02256.html
176,532,2003-05-01,Dell,Precision Workstation 360   DDR400,800,false,1186.0,1204.0,1551.0,2045.0,1146.0,1235.0,1152.0,1956.0,890.0,1431.0,1469.0,711.0,1550.0,1198.0,521.0,833.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02258.html
177,532,2004-02-01,Dell,Precision Workstation 360,800,false,1325.0,1327.0,2044.0,2177.0,1142.0,1286.0,1234.0,2192.0,1220.0,1555.0,1588.0,907.0,1767.0,1258.0,506.0,950.0,http://www.spec.org/cpu2000/results/res2004q1/cpu2000-20040126-02762.html
178,533,2003-05-01,Dell,Precision Workstation 360   DDR333,800,false,1122.0,1137.0,1570.0,1666.0,1080.0,1133.0,1229.0,1820.0,759.0,1352.0,1446.0,669.0,1378.0,1183.0,555.0,782.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02260.html
179,533,2003-05-01,Dell,Precision Workstation 360   DDR400,800,false,1229.0,1248.0,1632.0,2052.0,1195.0,1271.0,1242.0,2002.0,897.0,1470.0,1535.0,730.0,1589.0,1253.0,557.0,861.0,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02262.html
