spec_int1995_id,processor_id,hw_avail,test_sponsor,hw_model,basemean,peakmean,099_go,124_m88ksim,126_gcc,129_compress,130_li,132_ijpeg,134_perl,147_vortex,link
262,260,1997-09-01,HP Cupertino; CA,HP Visualize Model C200,13.6,14.3,14.5,15.2,11.3,13.9,14.5,11.5,13.5,14.8,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02107.html
263,261,1997-09-01,HP Cupertino; CA,HP Visualize Model C240,16.3,17.3,17.3,18.0,14.3,16.5,17.0,13.4,16.0,18.5,http://www.spec.org/cpu95/results/res97q3/cpu95-970829-02102.html
264,574,2000-03-01,Hewlett-Packard; Grenoble France,Kayak XU800 D8022,38.9,38.9,40.0,43.9,36.0,24.3,48.1,35.0,44.8,45.0,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000313-04118.html
265,256,1998-01-01,Hitachi Ltd,3500,7.4,7.83,9.84,6.79,7.07,6.59,7.51,6.17,7.92,7.91,http://www.spec.org/cpu95/results/res97q4/cpu95-971124-02279.html
266,255,1998-01-01,Hitachi Ltd,3500,6.15,6.52,8.16,5.6,5.91,5.56,6.3,5.12,6.51,6.54,http://www.spec.org/cpu95/results/res97q4/cpu95-971124-02280.html
267,253,1997-03-01,Kanagawa Pref.Japan,3500/545RM,4.4,4.79,6.14,3.87,4.36,3.87,4.52,3.69,4.44,4.7,http://www.spec.org/cpu95/results/res97q1/cpu95-970304-01708.html
268,254,1997-03-01,Kanagawa Pref.Japan,3500/555RM,5.28,5.75,7.37,4.65,5.22,4.65,5.43,4.44,5.34,5.64,http://www.spec.org/cpu95/results/res97q1/cpu95-970304-01707.html
269,254,1997-03-01,Kanagawa Pref.Japan,3500/565RM,5.71,6.24,7.89,4.66,5.79,6.0,5.8,4.49,5.38,6.32,http://www.spec.org/cpu95/results/res97q1/cpu95-970304-01706.html
270,321,1995-09-01,IBM Austin,RISC System/6000 Model E20 Server,3.47,0.0,4.3,3.26,3.39,3.55,3.01,4.36,3.02,3.17,http://www.spec.org/cpu95/results/res9512/p030.html
271,324,1995-06-01,IBM Austin,RISC System/6000 POWERserver 43P,4.55,0.0,5.76,4.5,4.36,4.6,3.76,5.63,4.05,4.11,http://www.spec.org/cpu95/results/res9512/p029.html
272,312,1993-09-01,IBM; Austin TX,RISC System/6000 250/25S,1.69,1.82,2.17,1.59,1.8,1.68,1.63,1.89,1.43,1.47,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00561.html
273,277,1994-05-01,IBM; Austin TX,RISC System/6000 380/3AT,2.71,2.84,3.58,2.06,2.85,3.14,2.24,3.25,2.4,2.55,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00539.html
274,279,1995-02-01,IBM; Austin TX,RISC System/6000 3CT/39H,3.28,3.41,4.52,2.34,3.55,4.32,2.65,3.71,2.79,3.03,http://www.spec.org/cpu95/results/res9509/p033.html
275,278,1995-03-01,IBM; Austin; TX,RISC System/6000 3CT/39H,3.28,0.0,4.52,2.34,3.55,4.32,2.65,3.71,2.79,3.03,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00523.html
276,323,1995-07-01,IBM; Austin; TX,RISC System/6000 43P,4.01,4.24,5.04,3.91,3.93,3.73,3.45,5.4,3.29,3.78,http://www.spec.org/cpu95/results/res9509/p036.html
277,323,1995-06-01,IBM; Austin TX,RISC System/6000 43P,3.36,3.59,4.24,3.25,3.27,3.27,2.97,4.58,2.65,3.09,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00559.html
278,324,1995-07-01,IBM; Austin TX,RISC System/6000 43P,4.55,4.72,5.76,4.5,4.36,4.6,3.76,5.63,4.05,4.11,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00560.html
279,324,1995-07-01,IBM; Austin; TX,RISC System/6000 43P,4.45,0.0,5.56,4.5,4.24,4.0,3.82,5.63,4.08,4.13,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00568.html
280,335,1998-10-01,IBM; Austin; TX,RISC System/6000 43P-150,14.5,15.1,16.4,18.9,13.1,11.1,12.7,17.1,15.9,12.4,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03120.html
281,282,1998-10-01,IBM; Austin; TX,RISC System/6000 43P-260,12.5,13.1,14.4,13.5,11.9,13.1,10.8,13.0,10.9,12.9,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03121.html
282,282,1998-10-01,IBM; Austin; TX,RISC System/6000 43P-260 (1 CPU),11.5,12.5,13.4,12.3,11.3,12.8,10.8,12.3,8.25,11.8,http://www.spec.org/cpu95/results/res99q3/cpu95-19990819-03800.html
283,278,1993-09-01,IBM; Austin TX,RISC System/6000 590,3.19,0.0,4.23,2.32,3.32,4.24,2.62,3.7,2.72,2.95,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00557.html
284,281,1995-07-01,IBM; Austin; TX,RISC System/6000 591,3.67,0.0,4.91,2.66,3.84,4.9,3.03,4.27,3.1,3.37,http://www.spec.org/cpu95/results/res9509/p034.html
285,278,1994-05-01,IBM; Austin TX,RISC System/6000 59H,3.25,3.37,4.46,2.33,3.5,4.18,2.62,3.68,2.8,3.03,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00536.html
286,278,1994-05-01,IBM; Austin TX,RISC System/6000 59H,3.1,3.23,4.18,2.32,3.27,3.57,2.57,3.68,2.71,2.9,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00538.html
287,314,1994-06-01,IBM; Austin; TX,RISC System/6000 C10,2.37,0.0,3.15,2.07,2.61,2.69,2.18,2.3,2.07,2.07,http://www.spec.org/cpu95/results/res9509/p032.html
288,323,1995-07-01,IBM; Austin; TX,RISC System/6000 C20,3.85,0.0,4.51,3.97,3.48,3.68,3.51,5.19,3.35,3.43,http://www.spec.org/cpu95/results/res9509/p035.html
289,339,1999-04-01,IBM; Austin; TX,RISC System/6000 H70 (1 CPU),13.7,16.0,19.7,11.6,15.3,15.8,11.3,11.6,13.0,13.4,http://www.spec.org/cpu95/results/res99q2/cpu95-19990330-03514.html
290,280,1994-05-01,IBM; Austin TX,RISC System/6000 R24,3.32,3.47,4.48,2.49,3.5,3.84,2.76,3.95,2.91,3.11,http://www.spec.org/cpu95/results/res96q2/cpu95-960401-00535.html
291,325,1996-11-01,IBM; Austin TX,RS/6000 43P,5.96,6.19,8.03,5.58,6.26,5.28,4.8,7.65,5.36,5.48,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01532.html
292,326,1996-11-01,IBM; Austin TX,RS/6000 43P-140,6.91,7.22,9.3,6.68,7.29,5.86,5.44,8.84,6.34,6.46,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01521.html
293,325,1996-11-01,IBM; Austin TX,RS/6000 43P-140,5.82,6.15,7.93,5.56,6.19,4.71,4.66,7.55,5.34,5.43,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01529.html
294,326,1996-11-01,IBM; Austin TX,RS/6000 43P-140 (200MHz),6.99,7.79,9.07,7.75,7.42,5.45,5.32,8.48,6.94,6.4,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01779.html
295,328,1997-04-01,IBM; Austin TX,RS/6000 43P-140 (233MHz),8.29,9.24,11.1,9.04,8.52,6.98,6.61,9.6,8.12,7.19,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01763.html
296,332,1997-10-01,IBM; Austin; TX,RS/6000 43P-140 (332 MHz),12.2,12.9,13.6,17.5,10.6,8.26,10.6,14.2,13.9,11.2,http://www.spec.org/cpu95/results/res98q4/cpu95-981012-03115.html
297,328,1997-04-01,IBM; Austin TX,RS/6000 43P-140 Upgrade (233MHz),7.77,8.66,10.0,9.04,8.23,5.64,5.78,9.56,8.04,7.08,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01764.html
298,329,2000-05-01,IBM; Austin;TX,RS/6000 43P-150 (250MHz),10.9,11.1,12.6,12.9,9.87,9.78,9.2,12.5,10.8,10.1,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000508-04233.html
299,328,1997-05-01,IBM; Austin TX,RS/6000 43P-240 & F40 (233MHz 1 Proc.),7.8,8.71,10.4,8.85,7.73,6.78,6.18,9.31,7.35,6.72,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01765.html
300,325,1996-11-01,IBM; Austin TX,RS/6000 43P-240; F40 & H10,5.31,5.73,7.13,5.52,5.37,4.38,4.68,7.23,4.36,4.61,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01530.html
301,285,2000-02-01,IBM; Austin; TX,RS/6000 44P-170 (333 MHz),18.6,19.8,20.1,22.0,17.9,18.2,18.4,21.5,14.5,17.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000124-04028.html
302,284,2000-02-01,IBM; Austin; TX,RS/6000 44P-270 (1 CPU),22.6,24.3,27.3,24.8,22.5,21.9,21.3,24.6,16.6,23.4,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000124-04026.html
303,325,1996-11-01,IBM; Austin TX,RS/6000 E30 & F30,5.93,6.19,8.25,5.4,6.19,5.46,4.98,7.31,5.25,5.29,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01531.html
304,328,1997-04-01,IBM; Austin TX,RS/6000 E30 & F30 (233MHz 1 Proc.),8.46,9.41,11.8,8.8,8.72,7.4,7.05,9.44,7.96,7.39,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01768.html
305,325,1997-04-01,IBM; Austin TX,RS/6000 F50 (166MHz 1 Proc.),6.79,7.52,9.67,6.49,7.53,6.03,5.5,7.91,5.98,6.1,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01769.html
306,341,2000-06-01,IBM; Austin; TX,RS/6000 Model 7026-F80 (1 CPU),18.7,21.7,27.5,16.1,21.1,21.4,15.2,15.2,17.7,17.9,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000505-04223.html
307,341,2000-06-01,IBM; Austin; TX,RS/6000 Model 7026-H80 (1 CPU),18.7,21.7,27.5,16.1,21.1,21.4,15.2,15.2,17.7,17.9,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000505-04213.html
308,342,2000-06-01,IBM; Austin; TX,RS/6000 Model 7026-M80 (1 CPU),20.7,24.1,30.4,17.8,23.4,23.7,16.9,16.9,19.7,20.2,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000505-04227.html
309,332,1998-02-01,IBM; Austin; TX,RS/6000 Model F50 (332 MHz; 1 CPU),14.0,14.4,17.0,17.8,12.8,9.63,12.7,16.8,14.6,12.5,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02399.html
310,332,1998-02-01,IBM; Austin; TX,RS/6000 Model H50 (1 CPU),14.0,14.4,17.0,17.8,12.8,9.63,12.7,16.8,14.6,12.5,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02400.html
311,318,1996-11-01,IBM; Austin TX,RS/6000 Notebook 860,3.62,3.94,4.61,4.56,3.67,2.48,3.48,5.08,3.12,2.81,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01533.html
312,283,1999-10-01,IBM; Austin; TX,RS/6000 SP-222 MHz High Node (1 CPU),12.8,13.9,15.3,14.2,12.3,13.6,12.0,14.2,9.32,12.9,http://www.spec.org/cpu95/results/res99q4/cpu95-19991105-03896.html
313,286,2000-08-01,IBM; Austin; TX,RS/6000 SP-375MHz High Node (1 CPU),21.8,23.5,26.8,23.9,21.4,21.1,20.1,24.1,16.1,23.0,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04276.html
314,286,2000-02-01,IBM; Austin; TX,RS/6000 SP-375MHz T/W (1 CPU),22.6,24.4,27.2,24.8,22.3,21.9,21.2,25.0,16.6,23.8,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000110-03976.html
315,556,1999-03-01,Intel Corp.,Intel MS440GX Motherboard (Pentium II Xeon 450 MHz),19.7,19.7,20.4,19.1,18.3,15.4,23.0,18.1,21.5,23.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03498.html
316,566,1999-03-01,Intel Corp.,Intel MS440GX Motherboard (Pentium III Xeon 500 MHz),21.6,21.6,22.4,21.2,20.1,16.5,25.2,19.9,23.8,25.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03495.html
317,567,1999-04-01,Intel Corp.,Intel MS440GX Motherboard (Pentium III Xeon 550 MHz),23.6,23.6,24.6,23.4,21.9,18.0,27.8,21.7,26.1,27.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03493.html
318,587,1996-01-01,Intel,Alder System (150MHz),6.08,6.08,6.01,5.85,5.76,5.24,6.47,6.35,6.15,6.93,http://www.spec.org/cpu95/results/res9512/p031.html
319,588,1996-03-01,Intel,Alder System (166MHz; 512KB L2),7.11,7.11,6.98,6.51,6.55,7.45,7.68,7.1,6.84,7.93,http://www.spec.org/cpu95/results/res9512/p032.html
320,589,1996-05-01,Intel,Alder System (180MHz; 256KB L2),7.29,7.29,7.27,7.02,6.91,6.29,7.8,7.58,7.38,8.26,http://www.spec.org/cpu95/results/res9512/p033.html
321,590,1996-05-01,Intel,Alder System (200MHz; 256KB L2),8.09,8.09,8.11,7.81,7.65,6.99,8.62,8.43,8.21,9.14,http://www.spec.org/cpu95/results/res9512/p034.html
322,376,1998-06-01,Intel Corp.,Intel AL440LX Motherboard(300MHz; Celeron processor),8.81,8.81,7.84,12.1,7.39,4.59,10.6,11.0,11.7,8.39,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03483.html
323,377,1998-08-01,Intel Corp.,Intel AL440LX Motherboard(333MHz; Celeron processor),12.9,12.9,14.2,14.3,12.8,6.9,13.5,13.6,16.4,14.4,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03482.html
324,378,1999-01-01,Intel Corp.,Intel AL440LX Motherboard(366 MHz; Celeron processor),13.9,13.9,15.1,15.8,13.7,7.14,14.4,14.8,17.9,15.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03478.html
325,379,1999-01-01,Intel Corp.,Intel AL440LX Motherboard(400 MHz; Celeron processor),14.9,14.9,16.8,17.1,14.8,7.38,15.3,0.0,19.6,16.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03481.html
326,380,1999-03-01,Intel Corp.,Intel AL440LX Motherboard(433 MHz; Celeron processor),15.8,15.8,17.7,18.6,15.8,7.54,16.2,17.2,21.2,17.1,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03491.html
327,550,1997-08-01,Intel,Intel AL440LX motherboard (233MHz),9.47,9.47,8.82,9.23,8.99,7.79,10.0,9.52,10.9,10.9,http://www.spec.org/cpu95/results/res97q4/cpu95-970916-02132.html
328,550,1997-08-01,Intel Corporation,Intel AL440LX motherboard (233MHz; NT),9.45,9.45,8.97,9.21,9.07,7.98,9.75,9.31,10.6,11.1,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02518.html
329,551,1997-08-01,Intel,Intel AL440LX motherboard (266MHz),10.8,10.8,10.1,10.5,10.2,8.77,11.6,10.8,12.4,12.3,http://www.spec.org/cpu95/results/res97q4/cpu95-970916-02135.html
330,551,1997-08-01,Intel Corporation,Intel AL440LX motherboard (266MHz; NT),10.8,10.8,10.2,10.5,10.3,9.05,11.1,10.6,12.1,12.5,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02520.html
331,552,1997-08-01,Intel Corporation,Intel AL440LX motherboard (300MHz; L2 ECC; NT),11.6,11.6,10.9,11.8,11.2,9.24,12.2,11.7,13.4,13.1,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02522.html
332,552,1997-08-01,Intel,Intel AL440LX motherboard (300MHz; L2 w/ECC),11.7,11.7,10.8,11.8,11.1,9.32,12.5,12.0,13.8,12.9,http://www.spec.org/cpu95/results/res97q4/cpu95-970916-02137.html
333,553,1998-01-01,Intel Corporation,Intel AL440LX motherboard (333MHz; L2 ECC; NT),12.7,12.7,12.1,13.1,12.3,9.71,13.2,12.9,14.8,14.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02524.html
334,553,1998-01-01,Intel,Intel AL440LX motherboard (333MHz; L2 w/ECC),12.8,12.8,12.0,13.1,12.1,9.57,13.7,13.2,15.2,14.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980126-02342.html
335,552,1997-11-01,Intel Corporation,Intel DK440LX motherboard (300MHz; L2 ECC; NT),11.6,11.6,10.9,11.8,11.1,9.23,12.2,11.7,13.4,13.1,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02542.html
336,553,1998-01-01,Intel Corporation,Intel DK440LX motherboard (333MHz; L2 ECC; NT),12.7,12.7,12.0,13.0,12.2,9.71,13.2,12.9,14.8,14.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02544.html
337,502,1997-06-01,Intel,Intel LT430TX Motherboard (133MHz),4.01,4.01,4.18,4.21,4.04,3.44,4.58,2.97,4.87,4.11,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01955.html
338,503,1997-06-01,Intel,Intel LT430TX Motherboard (150MHz),4.13,4.13,4.1,4.56,4.08,3.45,4.83,3.18,5.13,4.08,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01958.html
339,504,1997-06-01,Intel,Intel LT430TX Motherboard (166MHz),4.58,4.58,4.54,5.07,4.54,3.86,5.37,3.53,5.68,4.47,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01957.html
340,504,1997-06-01,Intel,Intel LT430TX Motherboard (166MHz; Intel MMX technology),5.6,5.6,6.61,6.06,5.8,3.98,6.27,3.58,7.55,6.16,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01962.html
341,505,1997-06-01,Intel,Intel LT430TX Motherboard (200MHz),5.17,5.17,4.92,5.89,5.01,4.39,6.13,4.06,6.53,4.98,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01964.html
342,505,1997-06-01,Intel,Intel LT430TX Motherboard (200MHz; Intel MMX technology),6.44,6.44,7.27,7.23,6.54,4.49,7.31,4.17,8.96,6.98,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01965.html
343,506,1997-06-01,Intel,Intel LT430TX Motherboard (233MHz; Intel MMX technology),7.12,7.12,7.8,8.41,7.13,4.84,8.02,4.66,10.3,7.55,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01963.html
344,502,1997-06-01,Intel Corporation,Intel LT430TX motherboard (133MHz; NT),3.95,3.95,4.12,4.18,4.07,3.3,4.55,2.92,4.54,4.27,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02526.html
345,503,1997-06-01,Intel Corporation,Intel LT430TX motherboard (150MHz; NT),4.09,4.09,4.17,4.54,4.11,3.35,4.78,3.12,4.77,4.21,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02528.html
346,504,1997-06-01,Intel Corporation,Intel LT430TX motherboard (166MHz; MMX technology; NT),5.53,5.53,6.68,5.95,5.81,3.91,6.29,3.49,7.23,6.15,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02534.html
347,504,1997-06-01,Intel Corporation,Intel LT430TX motherboard (166MHz; NT),4.54,4.54,4.56,5.03,4.56,3.73,5.3,3.46,5.28,4.74,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02530.html
348,505,1997-06-01,Intel Corporation,Intel LT430TX motherboard (200MHz; MMX technology; NT),6.37,6.37,7.48,7.1,6.52,4.52,7.26,4.04,8.57,6.9,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02536.html
349,505,1997-06-01,Intel Corporation,Intel LT430TX motherboard (200MHz; NT),5.14,5.14,5.12,5.89,5.05,4.24,6.1,3.96,6.01,5.24,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02533.html
350,506,1997-06-01,Intel Corporation,Intel LT430TX motherboard (233MHz; MMX technology; NT),7.03,7.03,7.85,8.23,7.12,4.85,8.06,4.5,9.75,7.53,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02538.html
351,555,1998-07-01,Intel Corp.,Intel MS440GX Motherboard (400MHz; 1MB L2),16.5,16.5,16.4,15.7,16.2,14.3,16.5,15.7,18.2,19.7,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02864.html
352,555,1998-07-01,Intel Corp.,Intel MS440GX Motherboard (400MHz; 512KB L2),16.3,16.3,16.2,15.7,16.0,13.5,16.5,15.8,18.1,19.0,http://www.spec.org/cpu95/results/res98q3/cpu95-980706-02865.html
353,375,1998-04-01,Intel Corporation,Intel MU440EX motherboard (266MHz; Unixware 2.0),7.73,7.73,5.58,10.1,6.7,4.49,8.71,9.93,10.9,8.02,http://www.spec.org/cpu95/results/res98q2/cpu95-980429-02755.html
354,376,1998-08-01,Intel,Intel MU440EX motherboard (300MHz; Unixware 2.0),8.3,8.3,5.81,11.3,7.09,4.62,9.43,10.9,12.0,8.48,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03032.html
355,377,1998-08-01,Intel,Intel MU440EX motherboard (333MHz; Unixware 2.0),12.3,12.3,13.0,13.2,12.7,7.02,11.9,13.3,15.7,13.7,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03030.html
356,570,1999-11-01,Intel Corporation,Intel OR840 motherboard,32.4,32.8,33.0,35.0,30.8,21.0,40.5,29.5,35.5,38.4,http://www.spec.org/cpu95/results/res99q4/cpu95-19991025-03887.html
357,572,1999-11-01,Intel Corporation,Intel OR840 motherboard,35.3,35.7,36.4,38.5,33.5,22.3,44.5,32.2,39.1,41.4,http://www.spec.org/cpu95/results/res99q4/cpu95-19991025-03890.html
358,550,1997-05-01,Intel,Intel PD440FX (Portland) motherboard (233MHz),9.49,9.49,8.85,9.19,8.91,8.01,10.1,9.51,10.8,10.8,http://www.spec.org/cpu95/results/res97q2/cpu95-970507-01849.html
359,550,1997-07-01,Intel,Intel PD440FX (Portland) motherboard (233MHz; L2 w/ ECC),9.13,9.13,8.39,9.17,8.58,7.28,9.71,9.42,10.7,10.3,http://www.spec.org/cpu95/results/res97q2/cpu95-970507-01854.html
360,551,1997-05-01,Intel,Intel PD440FX (Portland) motherboard (266MHz),10.8,10.8,10.1,10.5,10.1,8.8,11.5,10.8,12.4,12.3,http://www.spec.org/cpu95/results/res97q2/cpu95-970507-01851.html
361,551,1997-07-01,Intel,Intel PD440FX (Portland) motherboard (266MHz; L2 w/ ECC),10.4,10.4,9.58,10.5,9.79,8.08,11.2,10.7,12.2,11.7,http://www.spec.org/cpu95/results/res97q2/cpu95-970507-01852.html
362,552,1997-08-01,Intel,Intel PD440FX (Portland) motherboard (300MHz; L2 w/ECC),11.6,11.6,10.8,11.8,10.9,9.06,12.4,11.9,13.7,12.9,http://www.spec.org/cpu95/results/res97q2/cpu95-970507-01856.html
363,550,1998-04-01,Intel Corporation,Intel SE440BX motherboard (233MHz),9.38,9.38,8.93,9.17,9.02,7.91,9.71,9.22,10.5,10.9,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02639.html
364,551,1998-04-01,Intel Corporation,Intel SE440BX motherboard (266MHz),10.7,10.7,10.2,10.5,10.3,8.97,11.1,10.5,12.0,12.3,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02640.html
365,552,1998-04-01,Intel Corporation,Intel SE440BX motherboard (300MHz),12.0,12.0,11.4,11.8,11.5,9.99,12.5,11.7,13.5,13.7,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02641.html
366,553,1998-04-01,Intel Corporation,Intel SE440BX motherboard (333MHz),13.0,13.0,12.6,13.1,12.6,10.4,13.5,12.8,14.9,14.8,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02642.html
367,554,1998-04-01,Intel Corporation,Intel SE440BX motherboard (350MHz),13.8,13.8,13.2,13.8,13.4,11.2,14.2,13.8,15.7,16.1,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02644.html
368,554,1998-04-01,Intel Corporation,Intel SE440BX motherboard (350MHz; L2 ECC),13.4,13.4,12.7,13.7,12.8,10.3,13.8,13.6,15.5,15.2,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02637.html
369,554,1998-04-01,Intel Corporation,Intel SE440BX motherboard (350MHz; Unixware 2.0),13.5,13.5,12.6,13.7,12.8,10.3,14.4,14.0,15.8,15.2,http://www.spec.org/cpu95/results/res98q2/cpu95-980429-02750.html
370,555,1998-04-01,Intel Corporation,Intel SE440BX motherboard (400MHz),15.8,15.8,15.1,15.7,15.3,12.7,16.2,15.7,17.9,18.2,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02643.html
371,555,1998-04-01,Intel Corporation,Intel SE440BX motherboard (400MHz; L2 ECC),15.3,15.2,14.5,15.7,14.6,11.7,15.8,15.5,17.7,17.2,http://www.spec.org/cpu95/results/res98q2/cpu95-980421-02638.html
372,555,1998-04-01,Intel Corporation,Intel SE440BX motherboard (400MHz; Unixware 2.0),15.4,15.4,14.4,15.7,14.5,11.8,16.4,15.9,18.1,17.1,http://www.spec.org/cpu95/results/res98q2/cpu95-980429-02753.html
373,556,1998-08-01,Intel,Intel SE440BX motherboard (450MHz),17.3,17.3,16.4,17.7,16.6,13.6,17.7,17.3,20.0,19.7,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03025.html
374,556,1998-08-01,Intel,Intel SE440BX motherboard (450MHz; Unixware 2.0),17.2,17.2,15.9,17.6,16.2,13.3,18.3,17.7,20.4,19.1,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03026.html
375,573,1999-12-01,Intel Corporation,Intel SE440BX-2 motherboard,35.3,35.7,37.1,39.3,33.2,21.3,45.3,31.7,39.9,40.8,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03961.html
376,574,1999-12-01,Intel Corporation,Intel SE440BX-2 motherboard,37.6,38.0,39.5,42.0,35.0,22.7,48.3,33.7,42.5,43.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-19991220-03963.html
377,569,1999-11-01,Intel Corporation,Intel SE440BX2 Motherboard,31.3,31.7,32.4,34.1,29.5,20.1,39.4,28.0,34.6,37.0,http://www.spec.org/cpu95/results/res99q4/cpu95-19991025-03874.html
378,571,1999-11-01,Intel Corporation,Intel SE440BX2 Motherboard,33.5,33.7,35.0,36.7,31.5,21.1,42.4,30.0,37.3,39.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991025-03878.html
379,568,1999-05-01,Intel Corp.,Intel SE440BX2 Motherboard (600 MHz),24.1,24.1,24.1,25.1,22.0,17.4,28.5,23.1,27.7,26.6,http://www.spec.org/cpu95/results/res99q3/cpu95-19990913-03864.html
380,552,1998-04-01,Intel Corp.,Intel SE440BX2 Motherboard(300MHz; Pentium II processor),12.9,12.9,13.2,12.7,11.7,10.1,15.3,12.0,14.2,14.7,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03460.html
381,553,1999-03-01,Intel Corp.,Intel SE440BX2 Motherboard(333MHz; Pentium II processor),14.0,14.0,14.4,14.1,12.8,10.5,16.4,13.2,15.6,15.9,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03443.html
382,554,1999-03-01,Intel Corp.,Intel SE440BX2 Motherboard(350MHz; Pentium II processor),14.9,14.9,15.1,14.8,13.6,11.3,17.3,14.1,16.4,17.2,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03457.html
383,555,1999-03-01,Intel Corp.,Intel SE440BX2 Motherboard(400MHz; Pentium II processor),16.9,16.9,17.2,16.9,15.5,12.8,19.7,16.0,18.8,19.5,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03456.html
384,565,1999-03-01,Intel Corp.,Intel SE440BX2 Motherboard(450 MHz; Pentium III processor),18.7,18.7,19.0,19.0,17.0,13.9,21.8,17.8,20.9,21.1,http://www.spec.org/cpu95/results/res99q1/cpu95-19990315-03451.html
